cr_returned_date_sk|cr_returned_time_sk|cr_item_sk|cr_refunded_customer_sk|cr_refunded_cdemo_sk|cr_refunded_hdemo_sk|cr_refunded_addr_sk|cr_returning_customer_sk|cr_returning_cdemo_sk|cr_returning_hdemo_sk|cr_returning_addr_sk|cr_call_center_sk|cr_catalog_page_sk|cr_ship_mode_sk|cr_warehouse_sk|cr_reason_sk|cr_order_number|cr_return_quantity|cr_return_amount|cr_return_tax|cr_return_amt_inc_tax|cr_fee|cr_return_ship_cost|cr_refunded_cash|cr_reversed_charge|cr_store_credit|cr_net_loss
2451188|79780|130|7624|65781|2818|215|288|110613|5315|4664|1|414|4|1|3|2465|22|825.44|66.03|891.47|36.81|351.12|181.59|444.25|199.60|453.96
2451312|70394|1744|4298|165864|4503|2029|2303|63724|2841|638|1|1083|9|1|2|2466|9|15.39|1.38|16.77|79.89|633.96|9.23|0.86|5.30|715.23
2451326|59972|1732|4298|165864|4503|2029|6684|91517|3375|1433|1|184|14|1|2|2466|14|89.04|2.67|91.71|55.43|121.38|13.35|69.63|6.06|179.48
2451241|12509|1687|9223|186925|6114|4736|1771|7343|3361|1419|1|1141|13|1|1|2467|57|10840.83|0.00|10840.83|71.99|5718.24|9106.29|1422.32|312.22|5790.23
2451260|70016|856|9223|186925|6114|4736|711|93466|6010|3161|1|134|20|1|1|2467|2|160.50|4.81|165.31|6.21|0.00|144.45|1.76|14.29|11.02
2451261|25810|463|9223|186925|6114|4736|9223|186925|6684|4736|1|156|12|1|3|2467|9|56.61|3.39|60.00|11.75|1.80|28.30|25.47|2.84|16.94
2451322|32654|943|3482|122341|7087|466|9345|188692|1153|2334|1|1152|4|1|2|2469|52|801.32|8.01|809.33|29.77|524.16|8.01|634.64|158.67|561.94
2451148|57669|283|497|39928|3119|383|5056|90112|645|2291|1|380|16|1|2|2471|62|9423.38|94.23|9517.61|66.35|664.64|5277.09|580.48|3565.81|825.22
2451299|49985|1768|497|39928|3119|383|2626|109904|3150|4203|1|1157|8|1|3|2471|6|130.62|11.75|142.37|82.36|4.32|18.28|37.07|75.27|98.43
2451376|32207|367|497|39928|3119|383|4795|178940|277|4887|1|427|11|1|1|2471|78|4187.82|0.00|4187.82|21.38|1423.50|3057.10|734.96|395.76|1444.88
2451183|8947|200|7571|108977|736|2342|2398|66904|150|1956|1|379|7|1|2|2472|28|1531.04|76.55|1607.59|52.31|447.44|520.55|879.12|131.37|576.30
2451262|74537|4|9257|45835|1406|304|9925|29182|2296|3603|1|1116|5|1|3|2473|35|1023.40|81.87|1105.27|41.38|1569.40|634.50|264.45|124.45|1692.65
2451256|42441|320|9257|45835|1406|304|7239|89674|6042|4250|1|169|14|1|1|2473|32|2760.96|0.00|2760.96|3.55|257.60|2125.93|501.67|133.36|261.15
2451374|26734|628|6641|108806|5451|3856|5406|46737|4261|3898|1|1099|10|1|3|2474|4|21.40|1.07|22.47|32.28|13.20|4.92|15.65|0.83|46.55
2451318|51512|398|6641|108806|5451|3856|5154|138083|6432|4101|1|343|15|1|1|2474|8|467.04|14.01|481.05|19.29|98.32|84.06|80.42|302.56|131.62
2451367|75589|1423|6266|32342|4578|3134|3541|145775|3074|2020|1|207|17|1|3|2475|22|2274.36|90.97|2365.33|41.66|1358.28|977.97|272.24|1024.15|1490.91
2451161|73876|62|3351|122592|153|1801|1151|25523|2406|2489|1|127|11|1|2|2479|41|4928.61|295.71|5224.32|34.47|2370.62|1380.01|1312.98|2235.62|2700.80
2451282|6878|751|7050|88637|464|1371|9325|26467|6828|149|1|1108|19|1|1|2481|19|451.82|0.00|451.82|23.07|248.52|126.50|263.50|61.82|271.59
2451299|39650|1088|7050|88637|464|1371|498|181485|5408|4738|1|1136|1|1|1|2481|10|10.90|0.43|11.33|7.47|29.10|1.09|1.76|8.05|37.00
2451375|46127|1010|7050|88637|464|1371|5181|68224|3265|2699|1|163|8|1|2|2481|12|899.76|17.99|917.75|52.49|293.40|404.89|361.25|133.62|363.88
2451319|4702|451|4771|118701|2391|3801|3278|175330|1671|4972|1|1094|1|1|3|2483|4|147.16|10.30|157.46|51.65|111.72|91.23|52.57|3.36|173.67
2451194|65354|1406|2721|165341|921|2668|2721|165341|1295|2668|1|1116|13|1|2|2484|13|1109.42|99.84|1209.26|66.95|324.09|654.55|104.62|350.25|490.88
2451218|71222|824|2721|165341|921|2668|947|123125|3696|1147|1|1119|20|1|3|2484|25|4311.25|215.56|4526.81|87.61|1916.00|3319.66|991.59|0.00|2219.17
2451321|25860|392|2974|109099|6184|4789|6099|182622|7116|1970|1|122|12|1|1|2486|3|145.02|8.70|153.72|56.20|99.45|52.20|26.91|65.91|164.35
2451305|27707|1453|3066|117401|5336|624|1712|20178|4152|4439|1|123|1|1|1|2488|13|2634.19|237.07|2871.26|46.73|229.06|52.68|903.52|1677.99|512.86
2451292|5468|1126|3066|117401|5336|624|5719|92865|2444|4416|1|123|19|1|1|2488|42|3867.78|193.38|4061.16|66.14|790.86|1585.78|1209.46|1072.54|1050.38
2451253|7029|799|3066|117401|5336|624|8423|71758|4674|2943|1|141|17|1|1|2488|16|131.84|6.59|138.43|36.26|312.48|59.32|33.35|39.17|355.33
2451357|20765|1471|7697|87987|7110|4240|6217|41776|1652|2281|1|215|2|1|3|2489|24|364.56|32.81|397.37|90.51|1094.16|131.24|219.32|14.00|1217.48
2451331|68939|1744|7400|99999|6038|957|7781|90529|348|4694|1|120|5|1|2|2495|28|391.44|19.57|411.01|41.90|24.36|43.05|236.90|111.49|85.83
2451215|20781|328|7070|49384|625|2226|8997|164891|5111|4618|1|183|5|1|2|2499|26|2527.20|126.36|2653.56|68.60|971.88|2249.20|25.02|252.98|1166.84
2451270|62131|1027|7070|49384|625|2226|7070|49384|7188|2226|1|402|10|1|3|2499|15|1598.40|111.88|1710.28|64.36|670.20|1134.86|83.43|380.11|846.44
2451289|61922|1588|7070|49384|625|2226|5225|111357|3876|835|1|206|12|1|3|2499|8|302.24|18.13|320.37|92.96|21.28|66.49|157.95|77.80|132.37
2451315|33364|434|9873|181162|4084|2413|2748|189982|5295|2215|1|160|8|1|1|2500|1|1.51|0.00|1.51|56.57|5.29|0.31|0.32|0.88|61.86
2451235|69802|1040|8865|59882|6259|4756|8865|59882|2810|4756|1|1114|4|1|1|2501|30|45.00|1.35|46.35|12.48|407.10|29.25|3.30|12.45|420.93
2451252|5081|356|8865|59882|6259|4756|6497|27024|3471|798|1|156|19|1|2|2501|1|97.80|0.00|97.80|5.05|29.11|87.04|8.71|2.05|34.16
2451264|63999|547|8116|105901|5973|4925|2872|120541|6356|858|1|1123|3|1|1|2502|9|80.73|3.22|83.95|17.34|131.13|71.84|3.64|5.25|151.69
2451354|278|1657|6218|78881|537|2120|3725|53470|4262|2974|1|121|10|1|2|2503|4|137.16|2.74|139.90|2.71|36.08|105.61|0.94|30.61|41.53
2451333|70145|670|6218|78881|537|2120|1491|103698|2154|4250|1|1181|11|1|2|2503|23|658.26|39.49|697.75|71.81|658.26|427.86|55.29|175.11|769.56
2451294|50592|1693|1263|17778|1893|1008|8764|117858|674|2737|1|119|19|1|3|2505|12|1205.64|12.05|1217.69|78.32|816.72|229.07|87.89|888.68|907.09
2451216|57107|412|6521|118912|5703|1694|385|21557|5788|1132|1|403|11|1|3|2507|50|1255.50|87.88|1343.38|22.68|1365.00|514.75|333.33|407.42|1475.56
2451296|68263|1117|1996|108492|6941|3590|9444|10620|873|4926|1|1121|18|1|2|2508|54|2197.26|43.94|2241.20|36.57|1229.04|966.79|738.28|492.19|1309.55
2451353|43606|332|7652|2345|4318|2004|7825|15488|6629|2370|1|326|20|1|3|2509|6|215.88|4.31|220.19|25.19|65.40|34.54|106.99|74.35|94.90
2451262|20268|1198|2103|80825|2987|76|4095|156775|7178|2381|1|208|3|1|3|2510|42|1095.78|54.78|1150.56|98.76|109.20|734.17|68.70|292.91|262.74
2451216|67137|619|6070|163675|5647|2012|8689|34868|582|3736|1|370|18|1|3|2511|67|716.23|35.81|752.04|42.70|1568.47|365.27|115.81|235.15|1646.98
2451236|71309|1318|6070|163675|5647|2012|5539|17858|2839|780|1|198|10|1|3|2511|35|431.20|12.93|444.13|53.09|948.85|258.72|36.22|136.26|1014.87
2451316|40315|1784|4754|109258|1282|2546|4912|159065|2924|543|1|1102|20|1|2|2512|62|10526.36|421.05|10947.41|57.74|126.48|7789.50|109.47|2627.39|605.27
2451202|35973|182|4754|109258|1282|2546|3922|66597|44|2491|1|1104|5|1|1|2512|5|237.10|21.33|258.43|23.28|8.75|187.30|38.84|10.96|53.36
2451293|44887|1504|5957|24386|6895|3564|3230|12651|6382|3873|1|395|19|1|3|2514|3|105.87|5.29|111.16|29.72|20.85|57.16|40.91|7.80|55.86
2451184|52324|1498|3788|3425|2582|2132|8610|39611|715|1986|1|413|5|1|1|2516|11|1977.14|39.54|2016.68|44.69|395.34|316.34|1029.69|631.11|479.57
2451396|56659|1574|3788|3425|2582|2132|9971|75240|5802|4524|1|201|3|1|1|2516|39|122.85|11.05|133.90|27.77|573.69|50.36|18.84|53.65|612.51
2451195|74445|116|6750|41300|1050|247|4984|88675|607|3779|1|340|15|1|1|2517|1|31.35|0.62|31.97|24.77|44.09|7.52|9.05|14.78|69.48
2451285|76007|1798|6750|41300|1050|247|7351|180786|3433|3120|1|1099|8|1|2|2517|5|130.00|7.80|137.80|65.54|1.90|42.90|9.58|77.52|75.24
2451280|74408|1136|6750|41300|1050|247|5843|176882|2692|382|1|1163|18|1|1|2517|7|206.36|10.31|216.67|20.05|9.80|99.05|28.97|78.34|40.16
2451242|60068|236|6750|41300|1050|247|8646|84438|2641|4804|1|149|20|1|2|2517|30|99.60|8.96|108.56|20.08|50.70|27.88|68.13|3.59|79.74
2451223|51455|946|1877|8933|742|4198|461|167935|7160|432|1|124|1|1|3|2518|70|10784.20|539.21|11323.41|37.48|3789.10|7764.62|2294.88|724.70|4365.79
2451311|35229|592|1843|186175|1467|1926|9722|5369|2001|3520|1|117|3|1|3|2520|37|1161.80|92.94|1254.74|1.02|692.64|1057.23|71.10|33.47|786.60
2451263|46626|1094|3027|166955|7043|3298|2068|17435|2027|4299|1|1089|2|1|3|2521|12|195.84|0.00|195.84|8.47|480.72|84.21|90.42|21.21|489.19
2451329|66351|853|3027|166955|7043|3298|9406|6855|2326|3157|1|370|10|1|1|2521|47|2798.38|111.93|2910.31|91.34|2571.37|1818.94|979.44|0.00|2774.64
2451385|67642|529|7050|186713|3943|413|6593|169091|5426|4048|1|337|13|1|1|2522|58|3564.10|142.56|3706.66|69.81|946.56|2673.07|89.10|801.93|1158.93
2451227|58092|31|9015|75692|6736|1373|1408|139435|3111|3260|1|177|14|1|2|2527|28|802.76|16.05|818.81|84.13|1498.56|521.79|36.52|244.45|1598.74
2451179|39287|553|9729|138310|7131|2632|1759|121602|6290|1578|1|196|2|1|3|2528|1|0.56|0.01|0.57|60.22|3.01|0.21|0.02|0.33|63.24
2451255|40723|922|6492|77990|1535|4033|7877|63116|153|477|1|138|2|1|2|2529|51|3047.76|91.43|3139.19|12.39|806.82|1828.65|1048.43|170.68|910.64
2451219|8754|715|3345|39354|6883|3252|8513|7457|2044|24|1|1159|4|1|2|2530|30|2147.70|171.81|2319.51|78.76|1181.10|1911.45|42.52|193.73|1431.67
2451373|72285|674|3345|39354|6883|3252|8321|132128|6812|1223|1|167|15|1|1|2530|45|1468.80|29.37|1498.17|7.43|275.40|1424.73|12.33|31.74|312.20
2451196|77316|62|7357|89162|5174|706|8442|147743|4599|2215|1|194|10|1|1|2532|34|13.26|0.92|14.18|43.61|404.94|7.02|5.80|0.44|449.47
2451189|58042|1228|2446|72927|4848|4002|1392|178304|2045|1979|1|1134|8|1|3|2534|6|128.10|8.96|137.06|19.92|6.36|53.80|20.80|53.50|35.24
2451195|37903|1268|2446|72927|4848|4002|65|138490|3531|1852|1|1151|15|1|3|2534|76|14260.64|855.63|15116.27|5.10|5386.88|4991.22|6673.98|2595.44|6247.61
2451272|45766|470|2757|56420|883|299|5753|82685|5000|4675|1|1188|7|1|1|2535|1|98.22|7.85|106.07|38.84|3.46|16.69|10.59|70.94|50.15
2451255|38004|517|2757|56420|883|299|3929|17637|2452|100|1|1091|18|1|1|2535|30|329.70|3.29|332.99|49.93|213.00|201.11|29.57|99.02|266.22
2451354|34791|806|2366|152560|1394|1108|3241|147170|4507|51|1|1098|9|1|2|2539|16|1533.28|61.33|1594.61|85.93|907.36|1134.62|330.88|67.78|1054.62
2451320|41980|656|1554|57621|2761|988|4449|93460|3039|2251|1|1150|1|1|3|2543|33|5138.10|205.52|5343.62|84.26|2010.36|3134.24|160.30|1843.56|2300.14
2451321|66380|1330|1554|57621|2761|988|6797|184293|3050|2414|1|109|19|1|1|2543|43|697.03|48.79|745.82|24.66|946.00|6.97|289.82|400.24|1019.45
2451348|66598|350|7024|65828|2312|556|2215|116264|1563|1389|1|153|12|1|2|2546|17|3646.50|109.39|3755.89|49.76|36.38|2406.69|111.58|1128.23|195.53
2451277|75278|1304|1253|138533|6533|2773|1253|138533|366|2773|1|144|10|1|2|2547|3|17.22|1.20|18.42|16.82|40.23|2.75|6.80|7.67|58.25
2451358|46236|1069|1969|159668|4887|2946|1969|159668|2767|2946|1|1097|10|1|2|2548|36|3826.44|0.00|3826.44|54.58|1510.20|306.11|2323.41|1196.92|1564.78
2451318|74426|415|9411|94028|7078|3888|4045|23762|7129|1849|1|176|3|1|1|2551|28|2252.88|112.64|2365.52|72.94|1513.68|1396.78|436.61|419.49|1699.26
2451304|66578|440|4546|132681|656|3511|5120|20939|1212|4961|1|1164|4|1|2|2553|4|33.60|2.35|35.95|22.74|14.28|24.19|0.56|8.85|39.37
2451239|77980|1528|4546|132681|656|3511|4760|125756|1871|1299|1|1137|17|1|2|2553|8|264.96|10.59|275.55|97.27|103.68|7.94|143.93|113.09|211.54
2451194|73114|775|9203|23504|5212|40|6453|179076|3065|341|1|1140|9|1|1|2554|39|3937.83|236.26|4174.09|72.34|984.36|393.78|35.44|3508.61|1292.96
2451248|77888|1498|5840|124917|3641|2318|7791|125456|3961|4459|1|1142|20|1|2|2555|53|1418.28|85.09|1503.37|41.54|139.92|921.88|421.94|74.46|266.55
2451314|34050|1460|8254|190914|421|1081|7616|164993|267|4828|1|424|11|1|2|2556|17|1269.22|50.76|1319.98|32.63|864.45|1193.06|41.88|34.28|947.84
2451233|75173|796|8254|190914|421|1081|4317|21475|2455|1002|1|216|3|1|1|2556|3|19.47|1.55|21.02|42.37|146.16|12.07|1.99|5.41|190.08
2451363|24221|1783|8861|76140|2939|2778|5719|53616|4304|1232|1|196|9|1|1|2558|16|3593.60|107.80|3701.40|25.79|371.68|1257.76|70.07|2265.77|505.27
2451249|50501|979|4925|99237|6989|4221|760|182149|2122|2528|1|178|20|1|1|2559|10|23.60|0.23|23.83|1.20|133.00|6.84|0.83|15.93|134.43
2451356|62581|757|9392|147362|532|102|567|157624|1194|2644|1|117|1|1|1|2560|7|74.06|0.00|74.06|70.22|277.69|65.17|1.42|7.47|347.91
2451251|16922|1502|1790|69636|475|241|4868|156885|5509|2406|1|401|4|1|3|2561|29|870.29|69.62|939.91|92.18|11.60|661.42|127.41|81.46|173.40
2451326|43117|1765|9475|146613|6871|369|8937|20652|1611|2290|1|185|14|1|2|2562|10|190.80|3.81|194.61|72.59|47.70|3.81|24.30|162.69|124.10
2451346|63802|1226|9834|166221|6448|2402|9834|166221|2198|2402|1|111|18|1|3|2565|34|322.32|25.78|348.10|52.23|169.66|151.49|87.12|83.71|247.67
2451192|37796|964|3640|105975|2663|3598|8574|150901|880|2779|1|154|9|1|2|2566|6|310.26|6.20|316.46|67.75|141.00|291.64|7.07|11.55|214.95
2451299|21122|1784|5443|7912|5774|163|2620|117717|1438|166|1|183|9|1|3|2569|24|3172.08|95.16|3267.24|29.61|900.24|1300.55|729.89|1141.64|1025.01
2451354|49585|889|8584|152298|2892|846|6562|59377|2622|907|1|116|2|1|1|2570|20|96.60|5.79|102.39|48.51|622.00|91.77|2.60|2.23|676.30
2451297|56153|446|8584|152298|2892|846|6542|118469|7012|3002|1|168|18|1|1|2570|31|2833.09|0.00|2833.09|71.61|582.18|793.26|877.12|1162.71|653.79
2451174|69072|637|8584|152298|2892|846|8058|110132|560|461|1|206|18|1|2|2570|49|3874.92|348.74|4223.66|8.88|1278.41|1317.47|2224.98|332.47|1636.03
2451307|25642|56|1607|115774|2021|3028|509|105384|3827|4590|1|198|19|1|1|2571|3|413.97|16.55|430.52|85.37|262.92|409.83|1.03|3.11|364.84
2451303|46304|1336|1607|115774|2021|3028|5403|189618|6647|4956|1|155|3|1|2|2571|25|764.00|0.00|764.00|99.43|403.25|168.08|47.67|548.25|502.68
2451193|75135|553|2771|13407|1483|439|8120|84854|6276|2218|1|129|17|1|2|2574|61|6325.09|316.25|6641.34|39.91|1985.55|4048.05|569.26|1707.78|2341.71
2451367|78047|244|2771|13407|1483|439|4427|29359|5371|3576|1|172|5|1|1|2574|3|360.42|3.60|364.02|62.29|49.32|72.08|271.03|17.31|115.21
2451214|72306|970|5829|64553|6477|3401|7378|20950|2134|2358|1|414|10|1|1|2575|17|58.82|3.52|62.34|61.54|203.66|19.99|19.80|19.03|268.72
2451275|69990|802|5920|12469|1498|687|7080|159464|1541|4178|1|191|2|1|1|2576|11|994.84|0.00|994.84|54.16|34.21|208.91|754.49|31.44|88.37
2451349|73556|1069|3110|238|6086|3574|9878|51927|3487|3647|1|402|20|1|3|2578|64|7937.28|317.49|8254.77|31.30|3306.88|4762.36|952.47|2222.45|3655.67
2451332|10279|1478|3761|41428|4855|402|301|66323|6724|2485|1|175|8|1|1|2579|42|153.30|4.59|157.89|27.49|171.36|53.65|99.65|0.00|203.44
2451179|79066|1618|1299|146885|3831|97|3255|158720|1616|4512|1|174|7|1|1|2580|28|2437.96|146.27|2584.23|85.55|1312.64|2072.26|32.91|332.79|1544.46
2451264|34553|445|1299|146885|3831|97|227|78189|385|4381|1|393|2|1|3|2580|51|2960.55|266.44|3226.99|93.27|670.65|2250.01|262.89|447.65|1030.36
2451285|68897|697|3028|62984|1500|4136|9526|107481|1122|2916|1|125|5|1|2|2582|6|641.70|19.25|660.95|79.73|418.50|288.76|225.88|127.06|517.48
2451336|35570|578|3028|62984|1500|4136|2088|105430|6427|391|1|210|9|1|1|2582|1|63.38|3.80|67.18|28.96|17.11|1.26|1.86|60.26|49.87
2451261|74113|85|3974|147173|819|4018|1774|111509|3617|4612|1|166|3|1|2|2583|17|61.54|4.30|65.84|5.23|184.96|20.30|7.83|33.41|194.49
2451222|39703|1484|3974|147173|819|4018|7096|78732|4132|1859|1|213|6|1|1|2583|47|2003.61|60.10|2063.71|27.40|975.25|1823.28|1.80|178.53|1062.75
2451352|22418|1004|3974|147173|819|4018|4166|190894|5653|485|1|126|2|1|2|2583|3|28.74|1.72|30.46|25.46|4.77|12.93|4.11|11.70|31.95
2451332|79900|229|2609|110161|3313|2512|8551|124048|4110|1419|1|365|19|1|1|2584|2|61.38|3.06|64.44|77.87|17.82|35.60|19.85|5.93|98.75
2451268|70882|1742|2609|110161|3313|2512|2474|105307|2489|3671|1|372|11|1|1|2584|2|55.12|3.30|58.42|93.36|28.52|15.98|8.21|30.93|125.18
2451346|62396|1522|6138|61852|2253|3287|6138|61852|5298|3287|1|120|8|1|2|2585|1|97.02|5.82|102.84|29.00|47.82|77.61|0.97|18.44|82.64
2451339|69621|1579|1770|136087|4724|801|4327|70704|6755|2319|1|187|18|1|1|2586|43|597.27|17.91|615.18|96.72|329.38|238.90|39.42|318.95|444.01
2451398|57547|760|1770|136087|4724|801|2503|28049|3061|1666|1|325|2|1|3|2586|13|2844.66|142.23|2986.89|25.37|316.03|1593.00|400.53|851.13|483.63
2451181|38114|427|4747|9305|6583|4501|7628|79242|3689|4256|1|153|17|1|2|2590|66|964.26|67.49|1031.75|82.72|663.96|858.19|19.09|86.98|814.17
2451309|50422|829|4747|9305|6583|4501|3634|94063|4357|1851|1|1171|13|1|1|2590|14|347.34|20.84|368.18|53.80|248.08|111.14|129.91|106.29|322.72
2451178|43816|664|8398|169673|1075|190|9137|60313|5647|3414|1|214|2|1|3|2591|67|678.71|40.72|719.43|75.24|866.98|346.14|149.65|182.92|982.94
2451345|46047|163|8398|169673|1075|190|1577|62202|2082|1209|1|142|3|1|2|2591|1|50.59|4.04|54.63|12.28|16.86|10.62|20.38|19.59|33.18
2451194|21285|866|571|175207|2036|3992|7101|18544|1837|2257|1|389|3|1|1|2597|2|14.70|1.02|15.72|25.79|31.04|3.96|7.84|2.90|57.85
2451291|63839|512|2315|156531|3307|603|7923|174799|6958|1797|1|1104|7|1|3|2598|16|626.56|50.12|676.68|40.24|321.28|469.92|89.28|67.36|411.64
2451259|4223|194|2315|156531|3307|603|2315|156531|5171|603|1|209|8|1|1|2598|48|124.80|11.23|136.03|21.84|41.28|36.19|16.83|71.78|74.35
2451207|36898|88|2315|156531|3307|603|997|21930|1808|3966|1|379|13|1|3|2598|10|1948.20|116.89|2065.09|67.29|649.40|1188.40|129.16|630.64|833.58
2451186|71781|268|6259|93008|5997|4113|1472|4489|2558|4307|1|335|14|1|2|2600|15|187.65|9.38|197.03|39.20|144.45|35.65|72.96|79.04|193.03
2451213|68875|970|417|106393|369|2592|9776|182290|6849|1|1|1098|4|1|2|2607|11|3.85|0.15|4.00|96.95|37.95|0.57|1.24|2.04|135.05
2451189|75976|410|2725|72020|6515|2410|3090|36665|3255|398|1|151|14|1|2|2611|22|593.12|11.86|604.98|29.56|1440.56|59.31|213.52|320.29|1481.98
2451253|39762|703|2725|72020|6515|2410|8199|136511|1599|4567|1|404|4|1|2|2611|4|49.40|2.96|52.36|97.47|25.36|14.82|11.75|22.83|125.79
2451299|69291|974|2725|72020|6515|2410|1818|89776|447|3798|1|181|4|1|2|2611|1|73.19|0.00|73.19|45.93|54.05|48.30|24.14|0.75|99.98
2451279|36577|1267|3866|39653|2207|4354|2313|66957|2201|4558|1|119|16|1|1|2612|2|22.42|0.44|22.86|0.69|93.46|8.07|12.91|1.44|94.59
2451349|72871|326|7315|180990|6425|2133|3911|140344|5158|2892|1|152|14|1|1|2613|3|88.32|0.00|88.32|83.99|68.91|13.24|69.07|6.01|152.90
2451365|38561|316|9593|89262|5571|1113|4397|65439|177|675|1|145|9|1|3|2614|38|275.50|0.00|275.50|17.23|423.32|148.77|98.84|27.89|440.55
2451327|61161|406|8752|78794|1236|3678|7249|23234|2828|735|1|345|3|1|1|2615|31|2042.28|61.26|2103.54|81.66|1571.08|1143.67|152.76|745.85|1714.00
2451361|48148|1520|8752|78794|1236|3678|5985|68557|6976|4282|1|328|6|1|3|2615|37|2414.62|144.87|2559.49|79.60|557.22|2173.15|144.88|96.59|781.69
2451241|30476|1765|4858|123333|2481|4469|3757|25536|903|1797|1|1145|5|1|3|2617|23|414.92|0.00|414.92|86.16|160.08|410.77|2.40|1.75|246.24
2451203|38744|968|9490|116693|663|3626|699|120038|4593|4821|1|1094|12|1|2|2619|23|514.28|30.85|545.13|13.29|195.96|113.14|48.13|353.01|240.10
2451265|75523|1340|9013|160321|2636|1224|7630|120233|6481|562|1|148|5|1|1|2620|90|773.10|0.00|773.10|91.59|523.80|46.38|101.74|624.98|615.39
2451178|61001|190|4125|171787|3256|2798|4144|21221|4602|823|1|179|19|1|2|2621|23|3444.71|206.68|3651.39|9.68|191.36|1894.59|1379.60|170.52|407.72
2451377|78424|601|1869|32974|3039|4624|3228|72378|1291|2444|1|355|3|1|1|2622|5|128.00|6.40|134.40|11.18|58.20|69.12|5.29|53.59|75.78
2451231|39246|457|7309|101461|7020|2652|8039|123141|1058|4735|1|1170|13|1|3|2623|42|1061.76|84.94|1146.70|84.41|463.68|828.17|168.18|65.41|633.03
2451286|15930|758|73|10891|5822|320|73|10891|6839|320|1|389|9|1|1|2626|1|147.84|13.30|161.14|4.79|65.04|97.57|35.18|15.09|83.13
2451341|36437|196|194|135153|3039|1838|8629|7100|1012|3091|1|110|14|1|1|2628|25|81.75|0.00|81.75|14.52|89.50|20.43|37.40|23.92|104.02
2451345|79749|632|1623|136204|2065|2286|7690|97398|405|4812|1|425|6|1|2|2629|21|4288.83|85.77|4374.60|5.37|2144.31|1672.64|340.10|2276.09|2235.45
2451287|27296|613|4124|140448|805|2369|7209|97350|187|4391|1|396|16|1|2|2630|37|1302.77|0.00|1302.77|29.81|1697.56|872.85|292.34|137.58|1727.37
2451319|1033|1276|5375|99217|3172|1494|5375|99217|4696|1494|1|361|2|1|2|2632|9|1687.86|16.87|1704.73|40.30|852.66|1400.92|172.16|114.78|909.83
2451249|43976|1118|8371|124597|5496|3682|8371|124597|4422|3682|1|430|5|1|2|2636|14|664.02|46.48|710.50|43.65|664.02|431.61|13.94|218.47|754.15
2451231|9040|1418|6565|153988|6164|1387|6671|99855|3595|2135|1|341|15|1|1|2637|21|738.36|0.00|738.36|80.73|134.19|738.36|0.00|0.00|214.92
2451380|54354|1477|9259|30538|1290|129|1716|4741|4843|3752|1|1081|18|1|3|2639|18|1364.58|54.58|1419.16|65.42|1364.58|436.66|213.42|714.50|1484.58
2451211|10085|811|9259|30538|1290|129|4514|180230|5105|13|1|1095|11|1|2|2639|3|151.05|12.08|163.13|62.35|23.85|95.16|31.85|24.04|98.28
2451333|35958|415|8939|76436|3533|1630|416|66073|2040|4574|1|417|9|1|1|2642|60|1497.60|104.83|1602.43|9.15|5174.40|524.16|262.82|710.62|5288.38
2451293|68103|1556|5375|124399|2016|913|2169|79123|5313|3536|1|341|12|1|2|2644|11|71.17|6.40|77.57|47.60|99.66|65.47|0.17|5.53|153.66
2451310|21447|716|9627|179922|6697|4385|4853|150804|3503|835|1|420|5|1|3|2645|1|135.07|2.70|137.77|9.38|109.00|133.71|0.29|1.07|121.08
2451240|44298|634|3754|83353|665|2144|4994|97532|5819|3393|1|134|8|1|3|2648|11|1176.56|58.82|1235.38|30.91|75.90|905.95|97.41|173.20|165.63
2451191|47778|904|3674|20849|6344|1479|8634|9981|576|4404|1|367|2|1|2|2651|14|168.98|3.37|172.35|90.76|352.80|82.80|53.43|32.75|446.93
2451224|54532|262|3674|20849|6344|1479|9430|398|1343|3495|1|1163|17|1|2|2651|55|1494.90|119.59|1614.49|27.82|605.00|612.90|723.24|158.76|752.41
2451328|61443|208|3674|20849|6344|1479|3674|20849|4421|1479|1|1131|17|1|2|2651|17|458.83|22.94|481.77|69.16|27.37|312.00|42.58|104.25|119.47
2451258|44497|152|3674|20849|6344|1479|3280|1322|1782|3275|1|1164|1|1|1|2651|69|0.00|0.00|0.00|11.93|483.00|0.00|0.00|0.00|494.93
2451265|61248|130|320|122170|3173|1623|1225|125192|3877|2595|1|143|10|1|3|2654|3|22.65|0.45|23.10|70.82|79.26|10.41|1.34|10.90|150.53
2451210|29977|1531|320|122170|3173|1623|5841|162157|5310|4983|1|193|9|1|1|2654|66|3521.76|35.21|3556.97|61.69|2561.46|2253.92|253.56|1014.28|2658.36
2451308|61619|400|320|122170|3173|1623|320|122170|410|1623|1|197|15|1|3|2654|7|7.14|0.57|7.71|1.57|2.59|4.92|0.31|1.91|4.73
2451227|75062|1774|3401|||4871|4454||4808|660|1||16||2|2656|77||326.84||33.96||2941.64|||
2451191|78750|586|3401|313|5032|4871|1219|14483|553|376|1|1183|12|1|3|2656|14|4.62|0.36|4.98|66.44|4.62|1.15|0.24|3.23|71.42
2451262|29637|1532|4903|39929|795|2341|1979|10305|3469|4993|1|175|12|1|2|2657|28|349.72|17.48|367.20|26.03|137.48|3.49|135.02|211.21|180.99
2451336|29758|247|1156|72536|3469|1202|2593|168208|2871|3327|1|154|9|1|3|2662|10|621.20|6.21|627.41|17.85|276.10|509.38|74.91|36.91|300.16
