ws_sold_date_sk|ws_sold_time_sk|ws_ship_date_sk|ws_item_sk|ws_bill_customer_sk|ws_bill_cdemo_sk|ws_bill_hdemo_sk|ws_bill_addr_sk|ws_ship_customer_sk|ws_ship_cdemo_sk|ws_ship_hdemo_sk|ws_ship_addr_sk|ws_web_page_sk|ws_web_site_sk|ws_ship_mode_sk|ws_warehouse_sk|ws_promo_sk|ws_order_number|ws_quantity|ws_wholesale_cost|ws_list_price|ws_sales_price|ws_ext_discount_amt|ws_ext_sales_price|ws_ext_wholesale_cost|ws_ext_list_price|ws_ext_tax|ws_coupon_amt|ws_ext_ship_cost|ws_net_paid|ws_net_paid_inc_tax|ws_net_paid_inc_ship|ws_net_paid_inc_ship_tax|ws_net_profit
2451090|43864|2451113|1363|2970|145354|458|2802|6259|27113|3583|2700|4|1|17|1|7|1434|95|38.23|69.96|42.67|2592.55|4053.65|3631.85|6646.20|81.07|0.00|3057.10|4053.65|4134.72|7110.75|7191.82|421.80
2451090|43864|2451123|1306|2970|145354|458|2802|6259|27113|3583|2700|2|1|8|1|15|1434|76|12.36|25.46|23.67|136.04|1798.92|939.36|1934.96|89.94|0.00|386.84|1798.92|1888.86|2185.76|2275.70|859.56
2451090|43864|2451153|850|2970|145354|458|2802|6259|27113|3583|2700|2|1|10|1|21|1434|31|65.97|171.52|171.52|0.00|5317.12|2045.07|5317.12|212.68|0.00|478.33|5317.12|5529.80|5795.45|6008.13|3272.05
2451090|43864|2451114|1507|2970|145354|458|2802|6259|27113|3583|2700|1|2|6|1|14|1434|76|57.20|156.72|68.95|6670.52|5240.20|4347.20|11910.72|366.81|0.00|2619.72|5240.20|5607.01|7859.92|8226.73|893.00
2451090|43864|2451181|1070|2970|145354|458|2802|6259|27113|3583|2700|2|2|3|1|15|1434|61|27.48|54.96|9.89|2749.27|603.29|1676.28|3352.56|6.03|0.00|703.94|603.29|609.32|1307.23|1313.26|-1072.99
2451090|43864|2451198|1000|2970|145354|458|2802|6259|27113|3583|2700|1|1|8|1|8|1434|66|83.77|185.96|50.20|8960.16|3313.20|5528.82|12273.36|231.92|0.00|5645.64|3313.20|3545.12|8958.84|9190.76|-2215.62
2451090|43864|2451162|26|2970|145354|458|2802|6259|27113|3583|2700|4|2|6|1|6|1434|45|19.95|27.73|15.80|536.85|711.00|897.75|1247.85|41.52|191.97|299.25|519.03|560.55|818.28|859.80|-378.72
2451090|43864|2451096|511|2970|145354|458|2802|6259|27113|3583|2700|1|1|20|1|30|1434|66|62.68|80.85|77.61|213.84|5122.26|4136.88|5336.10|90.15|3995.36|0.00|1126.90|1217.05|1126.90|1217.05|-3009.98
2452547|11324|2452571|1704|5951|152942|6460|491|2478|151879|1949|252|1|1|20|1|27|1435|31|93.61|176.92|168.07|274.35|5210.17|2901.91|5484.52|40.11|1198.33|219.17|4011.84|4051.95|4231.01|4271.12|1109.93
2452547|11324|2452631|1092|5951|152942|6460|491|2478|151879|1949|252|6|1|8|1|3|1435|66|61.64|148.55|47.53|6667.32|3136.98|4068.24|9804.30|62.73|0.00|2352.90|3136.98|3199.71|5489.88|5552.61|-931.26
2452547|11324|2452582|396|5951|152942|6460|491|2478|151879|1949|252|1|1|17|1|15|1435|82|4.01|9.26|7.87|113.98|645.34|328.82|759.32|6.45|0.00|287.82|645.34|651.79|933.16|939.61|316.52
2452547|11324|2452619|1039|5951|152942|6460|491|2478|151879|1949|252|1|1|17|1|10|1435|4|29.38|86.96|58.26|114.80|233.04|117.52|347.84|11.65|0.00|107.80|233.04|244.69|340.84|352.49|115.52
2452547|11324|2452585|1635|5951|152942|6460|491|2478|151879|1949|252|3|1|17|1|19|1435|74|37.67|103.21|93.92|687.46|6950.08|2787.58|7637.54|347.50|0.00|3665.96|6950.08|7297.58|10616.04|10963.54|4162.50
2452547|11324|2452607|366|5951|152942|6460|491|2478|151879|1949|252|1|3|7|1|7|1435|15|53.68|79.44|20.65|881.85|309.75|805.20|1191.60|0.00|0.00|226.35|309.75|309.75|536.10|536.10|-495.45
2452547|11324|2452587|828|5951|152942|6460|491|2478|151879|1949|252|3|3|4|1|26|1435|32|91.86|161.67|85.68|2431.68|2741.76|2939.52|5173.44|82.25|0.00|1344.96|2741.76|2824.01|4086.72|4168.97|-197.76
2452547|11324|2452633|63|5951|152942|6460|491|2478|151879|1949|252|1|3|7|1|26|1435|49|81.86|180.09|135.06|2206.47|6617.94|4011.14|8824.41|397.07|0.00|3264.87|6617.94|7015.01|9882.81|10279.88|2606.80
2452547|11324|2452574|1761|5951|152942|6460|491|2478|151879|1949|252|6|1|3|1|2|1435|59|72.67|191.12|72.62|6991.50|4284.58|4287.53|11276.08|0.00|0.00|0.00|4284.58|4284.58|4284.58|4284.58|-2.95
2452547|11324|2452553|327|5951|152942|6460|491|2478|151879|1949|252|1|3|19|1|9|1435|10|79.63|219.77|164.82|549.50|1648.20|796.30|2197.70|98.89|0.00|879.00|1648.20|1747.09|2527.20|2626.09|851.90
2452547|11324|2452642|1236|5951|152942|6460|491|2478|151879|1949|252|1|3|13|1|6|1435|52|89.00|258.99|225.32|1750.84|11716.64|4628.00|13467.48|1054.49|0.00|4039.88|11716.64|12771.13|15756.52|16811.01|7088.64
2452547|11324|2452609|1476|5951|152942|6460|491|2478|151879|1949|252|1|3|20|1|4|1435|17|43.24|97.72|92.83|83.13|1578.11|735.08|1661.24|12.30|1167.80|431.80|410.31|422.61|842.11|854.41|-324.77
2452547|11324|2452630|1549|5951|152942|6460|491|2478|151879|1949|252|6|1|5|1|22|1435|46|4.82|8.62|6.46|99.36|297.16|221.72|396.52|23.77|0.00|47.38|297.16|320.93|344.54|368.31|75.44
2452547|11324|2452654|1707|5951|152942|6460|491|2478|151879|1949|252|6|1|13|1|4|1435|1|91.26|257.35|12.86|244.49|12.86|91.26|257.35|1.15|0.00|79.77|12.86|14.01|92.63|93.78|-78.40
2451163|49967|2451183|968|1035|24972|3469|1886|3437|74859|3835|1524|2|2|7|1|7|1436|23|58.63|127.22|21.62|2428.80|497.26|1348.49|2926.06|0.00|139.23|350.98|358.03|358.03|709.01|709.01|-990.46
2451163|49967|2451201|1064|1035|24972|3469|1886|3437|74859|3835|1524|2|1|19|1|28|1436|64|9.54|14.97|12.57|153.60|804.48|610.56|958.08|40.22|0.00|47.36|804.48|844.70|851.84|892.06|193.92
2451163|49967|2451281|1702|1035|24972|3469|1886|3437|74859|3835|1524|4|1|13|1|1|1436|67|29.91|81.35|0.81|5396.18|54.27|2003.97|5450.45|0.00|0.00|2507.14|54.27|54.27|2561.41|2561.41|-1949.70
2451163|49967|2451238|1090|1035|24972|3469|1886|3437|74859|3835|1524|4|1|19|1|2|1436|62|27.20|35.08|4.20|1914.56|260.40|1686.40|2174.96|3.43|174.46|739.04|85.94|89.37|824.98|828.41|-1600.46
2451163|49967|2451184|394|1035|24972|3469|1886|3437|74859|3835|1524|2|1|4|1|7|1436|78|69.27|175.94|102.04|5764.20|7959.12|5403.06|13723.32|479.93|2626.50|4391.40|5332.62|5812.55|9724.02|10203.95|-70.44
2451163|49967|2451185|1039|1035|24972|3469|1886|3437|74859|3835|1524|2|2|11|1|29|1436|93|14.92|16.11|5.31|1004.40|493.83|1387.56|1498.23|4.93|0.00|133.92|493.83|498.76|627.75|632.68|-893.73
2451163|49967|2451219|1634|1035|24972|3469|1886|3437|74859|3835|1524|1|2|13|1|29|1436|92|45.88|94.97|21.84|6727.96|2009.28|4220.96|8737.24|120.55|0.00|3494.16|2009.28|2129.83|5503.44|5623.99|-2211.68
2451163|49967|2451189|364|1035|24972|3469|1886|3437|74859|3835|1524|2|1|2|1|16|1436|43|16.02|18.74|4.68|604.58|201.24|688.86|805.82|10.06|0.00|39.99|201.24|211.30|241.23|251.29|-487.62
2451163|49967|2451266|826|1035|24972|3469|1886|3437|74859|3835|1524|2|2|2|1|4|1436|34|30.76|39.37|24.80|495.38|843.20|1045.84|1338.58|75.88|0.00|414.80|843.20|919.08|1258.00|1333.88|-202.64
2451163|49967|2451277|62|1035|24972|3469|1886|3437|74859|3835|1524|1|2|11|1|24|1436|79|54.54|65.99|9.23|4484.04|729.17|4308.66|5213.21|14.58|0.00|364.19|729.17|743.75|1093.36|1107.94|-3579.49
2451163|49967|2451183|1760|1035|24972|3469|1886|3437|74859|3835|1524|4|2|12|1|3|1436|58|54.98|159.99|25.59|7795.20|1484.22|3188.84|9279.42|89.05|0.00|3525.82|1484.22|1573.27|5010.04|5099.09|-1704.62
2451163|49967|2451184|326|1035|24972|3469|1886|3437|74859|3835|1524|2|2|14|1|6|1436|42|56.97|164.64|105.36|2489.76|4425.12|2392.74|6914.88|221.25|0.00|2765.70|4425.12|4646.37|7190.82|7412.07|2032.38
2451163|49967|2451174|1234|1035|24972|3469|1886|3437|74859|3835|1524|1|2|10|1|24|1436|31|18.14|33.01|28.05|153.76|869.55|562.34|1023.31|3.65|817.37|51.15|52.18|55.83|103.33|106.98|-510.16
2451371|14651|2451379|265|6636|121477|5551|4232|3945|25549|5892|668|4|1|6|1|19|1437|56|24.20|41.62|24.55|955.92|1374.80|1355.20|2330.72|68.74|0.00|349.44|1374.80|1443.54|1724.24|1792.98|19.60
2451371|14651|2451440|1183|6636|121477|5551|4232|3945|25549|5892|668|2|2|6|1|29|1437|32|45.79|106.69|44.80|1980.48|1433.60|1465.28|3414.08|82.57|401.40|1399.68|1032.20|1114.77|2431.88|2514.45|-433.08
2451371|14651|2451452|350|6636|121477|5551|4232|3945|25549|5892|668|2|1|1|1|10|1437|34|59.08|90.39|37.96|1782.62|1290.64|2008.72|3073.26|64.53|0.00|1136.96|1290.64|1355.17|2427.60|2492.13|-718.08
2451371|14651|2451410|1246|6636|121477|5551|4232|3945|25549|5892|668|2|1|7|1|16|1437|76|79.04|207.87|207.87|0.00|15798.12|6007.04|15798.12|789.90|0.00|5212.84|15798.12|16588.02|21010.96|21800.86|9791.08
2451371|14651|2451450|541|6636|121477|5551|4232|3945|25549|5892|668|4|1|7|1|5|1437|68|8.21|23.64|4.72|1286.56|320.96|558.28|1607.52|20.44|28.88|272.68|292.08|312.52|564.76|585.20|-266.20
2451371|14651|2451372|274|6636|121477|5551|4232|3945|25549|5892|668|2|2|4|1|19|1437|30|80.55|101.49|96.41|152.40|2892.30|2416.50|3044.70|231.38|0.00|1126.50|2892.30|3123.68|4018.80|4250.18|475.80
2451371|14651|2451449|1381|6636|121477|5551|4232|3945|25549|5892|668|4|2|10|1|11|1437|8|80.40|130.24|88.56|333.44|708.48|643.20|1041.92|28.33|0.00|322.96|708.48|736.81|1031.44|1059.77|65.28
2451371|14651|2451450|1774|6636|121477|5551|4232|3945|25549|5892|668|1|2|4|1|5|1437|6|92.15|256.17|38.42|1306.50|230.52|552.90|1537.02|13.83|0.00|522.54|230.52|244.35|753.06|766.89|-322.38
2451802|32821|2451917|914|3350|157440|4283|526|5212|116016|1855|4414|5|2|17|1|14|1438|32|32.73|32.73|0.00|1047.36|0.00|1047.36|1047.36|0.00|0.00|188.48|0.00|0.00|188.48|188.48|-1047.36
2451802|32821|2451902|110|3350|157440|4283|526|5212|116016|1855|4414|2|1|8|1|14|1438|60|65.59|152.82|58.07|5685.00|3484.20|3935.40|9169.20|278.73|0.00|1741.80|3484.20|3762.93|5226.00|5504.73|-451.20
2451802|32821|2451922|97|3350|157440|4283|526|5212|116016|1855|4414|1|2|17|1|21|1438|29|53.34|148.28|4.44|4171.36|128.76|1546.86|4300.12|6.43|0.00|2106.85|128.76|135.19|2235.61|2242.04|-1418.10
2451802|32821|2451890|1157|3350|157440|4283|526|5212|116016|1855|4414|2|2|4|1|29|1438|94|19.84|47.02|2.35|4198.98|220.90|1864.96|4419.88|6.62|0.00|220.90|220.90|227.52|441.80|448.42|-1644.06
2451802|32821|2451819|1537|3350|157440|4283|526|5212|116016|1855|4414|1|1|9|1|28|1438|15|7.75|12.78|7.15|84.45|107.25|116.25|191.70|1.07|0.00|67.05|107.25|108.32|174.30|175.37|-9.00
2451802|32821|2451892|1619|3350|157440|4283|526|5212|116016|1855|4414|5|1|13|1|19|1438|84|39.43|67.03|62.33|394.80|5235.72|3312.12|5630.52|52.35|0.00|0.00|5235.72|5288.07|5235.72|5288.07|1923.60
2451802|32821|2451819|259|3350|157440|4283|526|5212|116016|1855|4414|1|1|1|1|15|1438|16|73.65|180.44|25.26|2482.88|404.16|1178.40|2887.04|5.65|290.99|288.64|113.17|118.82|401.81|407.46|-1065.23
2451802|32821|2451854|1049|3350|157440|4283|526|5212|116016|1855|4414|1|2|12|1|22|1438|21|9.30|23.06|8.07|314.79|169.47|195.30|484.26|13.55|0.00|217.77|169.47|183.02|387.24|400.79|-25.83
2451802|32821|2451886|367|3350|157440|4283|526|5212|116016|1855|4414|5|1|17|1|7|1438|82|2.73|8.19|6.47|141.04|530.54|223.86|671.58|31.83|0.00|120.54|530.54|562.37|651.08|682.91|306.68
2451802|32821|2451896|668|3350|157440|4283|526|5212|116016|1855|4414|5|1|12|1|6|1438|36|25.16|31.70|8.24|844.56|296.64|905.76|1141.20|26.69|0.00|536.04|296.64|323.33|832.68|859.37|-609.12
2451802|32821|2451916|170|3350|157440|4283|526|5212|116016|1855|4414|2|1|19|1|4|1438|71|79.89|155.78|110.60|3207.78|7852.60|5672.19|11060.38|471.15|0.00|3538.64|7852.60|8323.75|11391.24|11862.39|2180.41
2451802|32821|2451851|548|3350|157440|4283|526|5212|116016|1855|4414|2|1|17|1|23|1438|19|60.81|104.59|77.39|516.80|1470.41|1155.39|1987.21|14.70|0.00|596.03|1470.41|1485.11|2066.44|2081.14|315.02
2451802|32821|2451895|283|3350|157440|4283|526|5212|116016|1855|4414|1|1|2|1|18|1438|4|19.48|43.05|26.26|67.16|105.04|77.92|172.20|8.40|0.00|18.92|105.04|113.44|123.96|132.36|27.12
2451802|32821|2451859|383|3350|157440|4283|526|5212|116016|1855|4414|5|2|17|1|5|1438|38|98.56|224.71|87.63|5209.04|3329.94|3745.28|8538.98|33.29|0.00|256.12|3329.94|3363.23|3586.06|3619.35|-415.34
2452500|39271|2452535|115|4278|175441|844|4327|1116|96231|715|1766|3|1|3|1|10|1439|35|27.05|52.20|18.27|1187.55|639.45|946.75|1827.00|19.95|140.67|54.60|498.78|518.73|553.38|573.33|-447.97
2452500|39271|2452580|1573|4278|175441|844|4327|1116|96231|715|1766|3|3|7|1|7|1439|11|36.02|36.02|14.40|237.82|158.40|396.22|396.22|3.16|0.00|194.04|158.40|161.56|352.44|355.60|-237.82
2452500|39271|2452506|822|4278|175441|844|4327|1116|96231|715|1766|3|3|13|1|2|1439|23|66.80|146.29|14.62|3028.41|336.26|1536.40|3364.67|10.08|0.00|1009.24|336.26|346.34|1345.50|1355.58|-1200.14
2452500|39271|2452594|181|4278|175441|844|4327|1116|96231|715|1766|1|1|18|1|22|1439|82|7.19|8.41|4.20|345.22|344.40|589.58|689.62|13.77|0.00|116.44|344.40|358.17|460.84|474.61|-245.18
2452500|39271|2452604|987|4278|175441|844|4327|1116|96231|715|1766|1|1|6|1|2|1439|38|88.84|130.59|57.45|2779.32|2183.10|3375.92|4962.42|2.62|2139.43|247.76|43.67|46.29|291.43|294.05|-3332.25
2452500|39271|2452612|630|4278|175441|844|4327|1116|96231|715|1766|6|3|3|1|6|1439|49|56.60|163.00|26.08|6709.08|1277.92|2773.40|7987.00|115.01|0.00|718.83|1277.92|1392.93|1996.75|2111.76|-1495.48
2452500|39271|2452527|655|4278|175441|844|4327|1116|96231|715|1766|3|3|15|1|13|1439|80|39.10|66.47|63.81|212.80|5104.80|3128.00|5317.60|0.00|0.00|1435.20|5104.80|5104.80|6540.00|6540.00|1976.80
2452500|39271|2452554|1717|4278|175441|844|4327|1116|96231|715|1766|3|3|7|1|18|1439|39|14.37|36.64|11.35|986.31|442.65|560.43|1428.96|17.70|0.00|542.88|442.65|460.35|985.53|1003.23|-117.78
2452359|45947|2452405|1410|9224|152417|43|429|1901|157755|4424|173|6|3|20|1|21|1440|5|99.87|156.79|114.45|211.70|572.25|499.35|783.95|45.78|0.00|141.10|572.25|618.03|713.35|759.13|72.90
2452359|45947|2452370|145|9224|152417|43|429|1901|157755|4424|173|6|3|9|1|21|1440|30|46.17|86.33|63.88|673.50|1916.40|1385.10|2589.90|172.47|0.00|77.40|1916.40|2088.87|1993.80|2166.27|531.30
2452359|45947|2452454|315|9224|152417|43|429|1901|157755|4424|173|1|1|19|1|2|1440|33|21.50|46.44|6.96|1302.84|229.68|709.50|1532.52|0.00|0.00|107.25|229.68|229.68|336.93|336.93|-479.82
2452359|45947|2452461|882|9224|152417|43|429|1901|157755|4424|173|1|3|11|1|27|1440|88|29.26|79.00|37.13|3684.56|3267.44|2574.88|6952.00|22.21|1045.58|1042.80|2221.86|2244.07|3264.66|3286.87|-353.02
2452359|45947|2452394|1705|9224|152417|43|429|1901|157755|4424|173|3|1|18|1|4|1440|27|43.21|64.81|57.68|192.51|1557.36|1166.67|1749.87|77.86|0.00|157.41|1557.36|1635.22|1714.77|1792.63|390.69
2452359|45947|2452462|1569|9224|152417|43|429|1901|157755|4424|173|1|3|19|1|25|1440|2|61.39|154.70|66.52|176.36|133.04|122.78|309.40|1.33|0.00|40.22|133.04|134.37|173.26|174.59|10.26
2452359|45947|2452386|837|9224|152417|43|429|1901|157755|4424|173|3|3|20|1|19|1440|41|60.44|81.59|19.58|2542.41|802.78|2478.04|3345.19|40.13|0.00|1237.38|802.78|842.91|2040.16|2080.29|-1675.26
2452359|45947|2452365|690|9224|152417|43|429|1901|157755|4424|173|3|1|8|1|25|1440|32|27.47|52.19|48.01|133.76|1536.32|879.04|1670.08|0.00|92.17|300.48|1444.15|1444.15|1744.63|1744.63|565.11
2452208|43065|2452276|135|1677|140620|5803|3466|3628|75958|3479|1760|1|1|6|1|30|1441|65|91.66|182.40|69.31|7350.85|4505.15|5957.90|11856.00|270.30|0.00|4860.70|4505.15|4775.45|9365.85|9636.15|-1452.75
2452208|43065|2452299|493|1677|140620|5803|3466|3628|75958|3479|1760|3|1|1|1|14|1441|4|63.13|157.19|139.89|69.20|559.56|252.52|628.76|44.76|0.00|169.76|559.56|604.32|729.32|774.08|307.04
2452208|43065|2452229|529|1677|140620|5803|3466|3628|75958|3479|1760|1|3|17|1|22|1441|30|78.13|192.98|1.92|5731.80|57.60|2343.90|5789.40|5.18|0.00|1620.90|57.60|62.78|1678.50|1683.68|-2286.30
2452208|43065|2452286|251|1677|140620|5803|3466|3628|75958|3479|1760|3|3|1|1|19|1441|66|49.16|65.38|54.91|691.02|3624.06|3244.56|4315.08|108.72|0.00|1423.62|3624.06|3732.78|5047.68|5156.40|379.50
2452208|43065|2452309|637|1677|140620|5803|3466|3628|75958|3479|1760|1|3|16|1|4|1441|7|34.81|91.55|41.19|352.52|288.33|243.67|640.85|20.18|0.00|0.00|288.33|308.51|288.33|308.51|44.66
2452208|43065|2452265|1465|1677|140620|5803|3466|3628|75958|3479|1760|5|1|4|1|5|1441|68|54.60|67.15|45.66|1461.32|3104.88|3712.80|4566.20|155.24|0.00|365.16|3104.88|3260.12|3470.04|3625.28|-607.92
2452208|43065|2452326|609|1677|140620|5803|3466|3628|75958|3479|1760|1|3|4|1|24|1441|45|67.25|111.63|99.35|552.60|4470.75|3026.25|5023.35|0.00|0.00|2209.95|4470.75|4470.75|6680.70|6680.70|1444.50
2452208|43065|2452220|343|1677|140620|5803|3466|3628|75958|3479|1760|1|1|7|1|17|1441|2|53.54|160.08|41.62|236.92|83.24|107.08|320.16|0.00|0.00|96.04|83.24|83.24|179.28|179.28|-23.84
2452208|43065|2452287|1675|1677|140620|5803|3466|3628|75958|3479|1760|5|1|5|1|26|1441|31|55.61|127.34|70.03|1776.61|2170.93|1723.91|3947.54|21.70|0.00|1144.52|2170.93|2192.63|3315.45|3337.15|447.02
2452208|43065|2452265|175|1677|140620|5803|3466|3628|75958|3479|1760|1|1|14|1|19|1441|50|58.73|109.82|75.77|1702.50|3788.50|2936.50|5491.00|113.65|0.00|2306.00|3788.50|3902.15|6094.50|6208.15|852.00
2452208|43065|2452222|597|1677|140620|5803|3466|3628|75958|3479|1760|1|3|13|1|4|1441|10|37.66|59.50|37.48|220.20|374.80|376.60|595.00|0.00|0.00|190.40|374.80|374.80|565.20|565.20|-1.80
2452208|43065|2452327|1375|1677|140620|5803|3466|3628|75958|3479|1760|3|3|7|1|13|1441|54|87.51|144.39|7.21|7407.72|389.34|4725.54|7797.06|7.78|0.00|2260.98|389.34|397.12|2650.32|2658.10|-4336.20
2452208|43065|2452213|125|1677|140620|5803|3466|3628|75958|3479|1760|1|1|15|1|30|1441|96|91.95|172.86|65.68|10289.28|6305.28|8827.20|16594.56|441.36|0.00|5973.12|6305.28|6746.64|12278.40|12719.76|-2521.92
2452040|54122|2452126|421|1016|64507|1405|4976|9276|45943|5390|70|5|1|10|1|5|1442|56|57.81|66.48|51.85|819.28|2903.60|3237.36|3722.88|116.14|0.00|707.28|2903.60|3019.74|3610.88|3727.02|-333.76
2452040|54122|2452152|1321|1016|64507|1405|4976|9276|45943|5390|70|5|1|10|1|23|1442|43|69.75|172.28|170.55|74.39|7333.65|2999.25|7408.04|220.00|0.00|3037.09|7333.65|7553.65|10370.74|10590.74|4334.40
2452040|54122|2452109|1655|1016|64507|1405|4976|9276|45943|5390|70|5|1|12|1|29|1442|53|60.43|178.26|16.04|8597.66|850.12|3202.79|9447.78|68.00|0.00|2078.13|850.12|918.12|2928.25|2996.25|-2352.67
2452040|54122|2452145|1781|1016|64507|1405|4976|9276|45943|5390|70|1|3|11|1|1|1442|2|98.01|288.14|158.47|259.34|316.94|196.02|576.28|6.84|202.84|270.84|114.10|120.94|384.94|391.78|-81.92
2452040|54122|2452108|1197|1016|64507|1405|4976|9276|45943|5390|70|1|1|19|1|23|1442|15|76.07|193.97|108.62|1280.25|1629.30|1141.05|2909.55|32.58|0.00|290.85|1629.30|1661.88|1920.15|1952.73|488.25
2452040|54122|2452091|1165|1016|64507|1405|4976|9276|45943|5390|70|3|1|2|1|26|1442|25|39.28|75.41|54.29|528.00|1357.25|982.00|1885.25|54.29|0.00|867.00|1357.25|1411.54|2224.25|2278.54|375.25
2452040|54122|2452121|1591|1016|64507|1405|4976|9276|45943|5390|70|3|1|3|1|2|1442|47|18.08|37.24|35.75|70.03|1680.25|849.76|1750.28|0.00|0.00|244.87|1680.25|1680.25|1925.12|1925.12|830.49
2452040|54122|2452103|337|1016|64507|1405|4976|9276|45943|5390|70|5|3|16|1|25|1442|2|8.08|8.40|0.42|15.96|0.84|16.16|16.80|0.07|0.00|2.52|0.84|0.91|3.36|3.43|-15.32
2452302|78320|2452370|1339|1542|58516|6130|2824|1003|156884|4962|1433|1|3|3|1|3|1443|11|87.29|130.06|50.72|872.74|557.92|960.19|1430.66|1.67|530.02|457.71|27.90|29.57|485.61|487.28|-932.29
2452302|78320|2452381|663|1542|58516|6130|2824|1003|156884|4962|1433|1|3|9|1|4|1443|48|33.98|100.92|78.71|1066.08|3778.08|1631.04|4844.16|264.46|0.00|2325.12|3778.08|4042.54|6103.20|6367.66|2147.04
2452302|78320|2452379|1117|1542|58516|6130|2824|1003|156884|4962|1433|3|1|19|1|4|1443|57|77.37|144.68|24.59|6845.13|1401.63|4410.09|8246.76|0.00|0.00|1401.63|1401.63|1401.63|2803.26|2803.26|-3008.46
2452302|78320|2452376|487|1542|58516|6130|2824|1003|156884|4962|1433|3|3|11|1|24|1443|93|99.13|175.46|15.79|14849.31|1468.47|9219.09|16317.78|44.05|0.00|5058.27|1468.47|1512.52|6526.74|6570.79|-7750.62
2452302|78320|2452321|1233|1542|58516|6130|2824|1003|156884|4962|1433|3|3|4|1|17|1443|84|91.74|243.11|89.95|12865.44|7555.80|7706.16|20421.24|453.34|0.00|612.36|7555.80|8009.14|8168.16|8621.50|-150.36
2452302|78320|2452398|595|1542|58516|6130|2824|1003|156884|4962|1433|6|3|19|1|13|1443|81|97.49|170.60|37.53|10778.67|3039.93|7896.69|13818.60|212.79|0.00|4836.51|3039.93|3252.72|7876.44|8089.23|-4856.76
2452302|78320|2452321|1011|1542|58516|6130|2824|1003|156884|4962|1433|1|1|2|1|18|1443|12|2.43|5.88|2.11|45.24|25.32|29.16|70.56|1.51|0.00|35.28|25.32|26.83|60.60|62.11|-3.84
2452302|78320|2452309|733|1542|58516|6130|2824|1003|156884|4962|1433|1|1|3|1|27|1443|47|26.29|52.31|27.72|1155.73|1302.84|1235.63|2458.57|65.14|0.00|24.44|1302.84|1367.98|1327.28|1392.42|67.21
2452302|78320|2452382|1519|1542|58516|6130|2824|1003|156884|4962|1433|6|3|18|1|30|1443|92|23.92|62.19|50.37|1087.44|4634.04|2200.64|5721.48|417.06|0.00|1772.84|4634.04|5051.10|6406.88|6823.94|2433.40
2452302|78320|2452315|594|1542|58516|6130|2824|1003|156884|4962|1433|3|1|3|1|18|1443|85|64.53|83.24|64.92|1557.20|5518.20|5485.05|7075.40|110.36|0.00|1839.40|5518.20|5628.56|7357.60|7467.96|33.15
2451879|73236|2451924|745|6759|55673|954|3875|5478|16137|2744|1311|5|2|4|1|25|1444|41|87.13|99.32|86.40|529.72|3542.40|3572.33|4072.12|0.00|0.00|1099.21|3542.40|3542.40|4641.61|4641.61|-29.93
2451879|73236|2451909|833|6759|55673|954|3875|5478|16137|2744|1311|2|2|6|1|30|1444|52|35.01|93.12|12.10|4213.04|629.20|1820.52|4842.24|44.04|0.00|532.48|629.20|673.24|1161.68|1205.72|-1191.32
2451879|73236|2451965|23|6759|55673|954|3875|5478|16137|2744|1311|1|1|16|1|21|1444|97|73.05|109.57|42.73|6483.48|4144.81|7085.85|10628.29|93.25|3108.60|4462.97|1036.21|1129.46|5499.18|5592.43|-6049.64
2451879|73236|2451923|491|6759|55673|954|3875|5478|16137|2744|1311|1|2|10|1|22|1444|32|40.52|47.00|40.89|195.52|1308.48|1296.64|1504.00|7.32|1203.80|315.84|104.68|112.00|420.52|427.84|-1191.96
2451879|73236|2451932|245|6759|55673|954|3875|5478|16137|2744|1311|2|1|8|1|24|1444|40|26.99|79.08|60.89|727.60|2435.60|1079.60|3163.20|73.06|0.00|822.40|2435.60|2508.66|3258.00|3331.06|1356.00
2451879|73236|2451951|1529|6759|55673|954|3875|5478|16137|2744|1311|5|1|17|1|29|1444|83|41.69|52.94|26.47|2197.01|2197.01|3460.27|4394.02|175.76|0.00|1889.08|2197.01|2372.77|4086.09|4261.85|-1263.26
2451879|73236|2451941|1123|6759|55673|954|3875|5478|16137|2744|1311|5|1|19|1|22|1444|79|41.24|117.53|66.99|3992.66|5292.21|3257.96|9284.87|105.84|0.00|2413.45|5292.21|5398.05|7705.66|7811.50|2034.25
2451879|73236|2451883|209|6759|55673|954|3875|5478|16137|2744|1311|5|2|18|1|9|1444|35|63.76|168.96|121.65|1655.85|4257.75|2231.60|5913.60|85.15|0.00|886.90|4257.75|4342.90|5144.65|5229.80|2026.15
2451879|73236|2451908|1291|6759|55673|954|3875|5478|16137|2744|1311|5|1|4|1|4|1444|92|41.35|85.18|74.10|1019.36|6817.20|3804.20|7836.56|409.03|0.00|1723.16|6817.20|7226.23|8540.36|8949.39|3013.00
2451879|73236|2451906|485|6759|55673|954|3875|5478|16137|2744|1311|5|1|16|1|13|1444|19|86.70|102.30|37.85|1224.55|719.15|1647.30|1943.70|28.76|0.00|893.95|719.15|747.91|1613.10|1641.86|-928.15
2451879|73236|2451907|302|6759|55673|954|3875|5478|16137|2744|1311|2|2|19|1|15|1444|92|63.33|183.65|53.25|11996.80|4899.00|5826.36|16895.80|335.09|1175.76|8447.44|3723.24|4058.33|12170.68|12505.77|-2103.12
