cd_demo_sk|cd_gender|cd_marital_status|cd_education_status|cd_purchase_estimate|cd_credit_rating|cd_dep_count|cd_dep_employed_count|cd_dep_college_count
31603|M|S|2 yr Degree|6000|High Risk|5|0|0
31604|F|S|2 yr Degree|6000|High Risk|5|0|0
31605|M|D|2 yr Degree|6000|High Risk|5|0|0
31606|F|D|2 yr Degree|6000|High Risk|5|0|0
31607|M|W|2 yr Degree|6000|High Risk|5|0|0
31608|F|W|2 yr Degree|6000|High Risk|5|0|0
31609|M|U|2 yr Degree|6000|High Risk|5|0|0
31610|F|U|2 yr Degree|6000|High Risk|5|0|0
31611|M|M|4 yr Degree|6000|High Risk|5|0|0
31612|F|M|4 yr Degree|6000|High Risk|5|0|0
31613|M|S|4 yr Degree|6000|High Risk|5|0|0
31614|F|S|4 yr Degree|6000|High Risk|5|0|0
31615|M|D|4 yr Degree|6000|High Risk|5|0|0
31616|F|D|4 yr Degree|6000|High Risk|5|0|0
31617|M|W|4 yr Degree|6000|High Risk|5|0|0
31618|F|W|4 yr Degree|6000|High Risk|5|0|0
31619|M|U|4 yr Degree|6000|High Risk|5|0|0
31620|F|U|4 yr Degree|6000|High Risk|5|0|0
31621|M|M|Advanced Degree|6000|High Risk|5|0|0
31622|F|M|Advanced Degree|6000|High Risk|5|0|0
31623|M|S|Advanced Degree|6000|High Risk|5|0|0
31624|F|S|Advanced Degree|6000|High Risk|5|0|0
31625|M|D|Advanced Degree|6000|High Risk|5|0|0
31626|F|D|Advanced Degree|6000|High Risk|5|0|0
31627|M|W|Advanced Degree|6000|High Risk|5|0|0
31628|F|W|Advanced Degree|6000|High Risk|5|0|0
31629|M|U|Advanced Degree|6000|High Risk|5|0|0
31630|F|U|Advanced Degree|6000|High Risk|5|0|0
31631|M|M|Unknown|6000|High Risk|5|0|0
31632|F|M|Unknown|6000|High Risk|5|0|0
31633|M|S|Unknown|6000|High Risk|5|0|0
31634|F|S|Unknown|6000|High Risk|5|0|0
31635|M|D|Unknown|6000|High Risk|5|0|0
31636|F|D|Unknown|6000|High Risk|5|0|0
31637|M|W|Unknown|6000|High Risk|5|0|0
31638|F|W|Unknown|6000|High Risk|5|0|0
31639|M|U|Unknown|6000|High Risk|5|0|0
31640|F|U|Unknown|6000|High Risk|5|0|0
31641|M|M|Primary|6500|High Risk|5|0|0
31642|F|M|Primary|6500|High Risk|5|0|0
31643|M|S|Primary|6500|High Risk|5|0|0
31644|F|S|Primary|6500|High Risk|5|0|0
31645|M|D|Primary|6500|High Risk|5|0|0
31646|F|D|Primary|6500|High Risk|5|0|0
31647|M|W|Primary|6500|High Risk|5|0|0
31648|F|W|Primary|6500|High Risk|5|0|0
31649|M|U|Primary|6500|High Risk|5|0|0
31650|F|U|Primary|6500|High Risk|5|0|0
31651|M|M|Secondary|6500|High Risk|5|0|0
31652|F|M|Secondary|6500|High Risk|5|0|0
31653|M|S|Secondary|6500|High Risk|5|0|0
31654|F|S|Secondary|6500|High Risk|5|0|0
31655|M|D|Secondary|6500|High Risk|5|0|0
31656|F|D|Secondary|6500|High Risk|5|0|0
31657|M|W|Secondary|6500|High Risk|5|0|0
31658|F|W|Secondary|6500|High Risk|5|0|0
31659|M|U|Secondary|6500|High Risk|5|0|0
31660|F|U|Secondary|6500|High Risk|5|0|0
31661|M|M|College|6500|High Risk|5|0|0
31662|F|M|College|6500|High Risk|5|0|0
31663|M|S|College|6500|High Risk|5|0|0
31664|F|S|College|6500|High Risk|5|0|0
31665|M|D|College|6500|High Risk|5|0|0
31666|F|D|College|6500|High Risk|5|0|0
31667|M|W|College|6500|High Risk|5|0|0
31668|F|W|College|6500|High Risk|5|0|0
31669|M|U|College|6500|High Risk|5|0|0
31670|F|U|College|6500|High Risk|5|0|0
31671|M|M|2 yr Degree|6500|High Risk|5|0|0
31672|F|M|2 yr Degree|6500|High Risk|5|0|0
31673|M|S|2 yr Degree|6500|High Risk|5|0|0
31674|F|S|2 yr Degree|6500|High Risk|5|0|0
31675|M|D|2 yr Degree|6500|High Risk|5|0|0
31676|F|D|2 yr Degree|6500|High Risk|5|0|0
31677|M|W|2 yr Degree|6500|High Risk|5|0|0
31678|F|W|2 yr Degree|6500|High Risk|5|0|0
31679|M|U|2 yr Degree|6500|High Risk|5|0|0
31680|F|U|2 yr Degree|6500|High Risk|5|0|0
31681|M|M|4 yr Degree|6500|High Risk|5|0|0
31682|F|M|4 yr Degree|6500|High Risk|5|0|0
31683|M|S|4 yr Degree|6500|High Risk|5|0|0
31684|F|S|4 yr Degree|6500|High Risk|5|0|0
31685|M|D|4 yr Degree|6500|High Risk|5|0|0
31686|F|D|4 yr Degree|6500|High Risk|5|0|0
31687|M|W|4 yr Degree|6500|High Risk|5|0|0
31688|F|W|4 yr Degree|6500|High Risk|5|0|0
31689|M|U|4 yr Degree|6500|High Risk|5|0|0
31690|F|U|4 yr Degree|6500|High Risk|5|0|0
31691|M|M|Advanced Degree|6500|High Risk|5|0|0
31692|F|M|Advanced Degree|6500|High Risk|5|0|0
31693|M|S|Advanced Degree|6500|High Risk|5|0|0
31694|F|S|Advanced Degree|6500|High Risk|5|0|0
31695|M|D|Advanced Degree|6500|High Risk|5|0|0
31696|F|D|Advanced Degree|6500|High Risk|5|0|0
31697|M|W|Advanced Degree|6500|High Risk|5|0|0
31698|F|W|Advanced Degree|6500|High Risk|5|0|0
31699|M|U|Advanced Degree|6500|High Risk|5|0|0
31700|F|U|Advanced Degree|6500|High Risk|5|0|0
31701|M|M|Unknown|6500|High Risk|5|0|0
31702|F|M|Unknown|6500|High Risk|5|0|0
31703|M|S|Unknown|6500|High Risk|5|0|0
31704|F|S|Unknown|6500|High Risk|5|0|0
31705|M|D|Unknown|6500|High Risk|5|0|0
31706|F|D|Unknown|6500|High Risk|5|0|0
31707|M|W|Unknown|6500|High Risk|5|0|0
31708|F|W|Unknown|6500|High Risk|5|0|0
31709|M|U|Unknown|6500|High Risk|5|0|0
31710|F|U|Unknown|6500|High Risk|5|0|0
31711|M|M|Primary|7000|High Risk|5|0|0
31712|F|M|Primary|7000|High Risk|5|0|0
31713|M|S|Primary|7000|High Risk|5|0|0
31714|F|S|Primary|7000|High Risk|5|0|0
31715|M|D|Primary|7000|High Risk|5|0|0
31716|F|D|Primary|7000|High Risk|5|0|0
31717|M|W|Primary|7000|High Risk|5|0|0
31718|F|W|Primary|7000|High Risk|5|0|0
31719|M|U|Primary|7000|High Risk|5|0|0
31720|F|U|Primary|7000|High Risk|5|0|0
31721|M|M|Secondary|7000|High Risk|5|0|0
31722|F|M|Secondary|7000|High Risk|5|0|0
31723|M|S|Secondary|7000|High Risk|5|0|0
31724|F|S|Secondary|7000|High Risk|5|0|0
31725|M|D|Secondary|7000|High Risk|5|0|0
31726|F|D|Secondary|7000|High Risk|5|0|0
31727|M|W|Secondary|7000|High Risk|5|0|0
31728|F|W|Secondary|7000|High Risk|5|0|0
31729|M|U|Secondary|7000|High Risk|5|0|0
31730|F|U|Secondary|7000|High Risk|5|0|0
31731|M|M|College|7000|High Risk|5|0|0
31732|F|M|College|7000|High Risk|5|0|0
31733|M|S|College|7000|High Risk|5|0|0
31734|F|S|College|7000|High Risk|5|0|0
31735|M|D|College|7000|High Risk|5|0|0
31736|F|D|College|7000|High Risk|5|0|0
31737|M|W|College|7000|High Risk|5|0|0
31738|F|W|College|7000|High Risk|5|0|0
31739|M|U|College|7000|High Risk|5|0|0
31740|F|U|College|7000|High Risk|5|0|0
31741|M|M|2 yr Degree|7000|High Risk|5|0|0
31742|F|M|2 yr Degree|7000|High Risk|5|0|0
31743|M|S|2 yr Degree|7000|High Risk|5|0|0
31744|F|S|2 yr Degree|7000|High Risk|5|0|0
31745|M|D|2 yr Degree|7000|High Risk|5|0|0
31746|F|D|2 yr Degree|7000|High Risk|5|0|0
31747|M|W|2 yr Degree|7000|High Risk|5|0|0
31748|F|W|2 yr Degree|7000|High Risk|5|0|0
31749|M|U|2 yr Degree|7000|High Risk|5|0|0
31750|F|U|2 yr Degree|7000|High Risk|5|0|0
31751|M|M|4 yr Degree|7000|High Risk|5|0|0
31752|F|M|4 yr Degree|7000|High Risk|5|0|0
31753|M|S|4 yr Degree|7000|High Risk|5|0|0
31754|F|S|4 yr Degree|7000|High Risk|5|0|0
31755|M|D|4 yr Degree|7000|High Risk|5|0|0
31756|F|D|4 yr Degree|7000|High Risk|5|0|0
31757|M|W|4 yr Degree|7000|High Risk|5|0|0
31758|F|W|4 yr Degree|7000|High Risk|5|0|0
31759|M|U|4 yr Degree|7000|High Risk|5|0|0
31760|F|U|4 yr Degree|7000|High Risk|5|0|0
31761|M|M|Advanced Degree|7000|High Risk|5|0|0
31762|F|M|Advanced Degree|7000|High Risk|5|0|0
31763|M|S|Advanced Degree|7000|High Risk|5|0|0
31764|F|S|Advanced Degree|7000|High Risk|5|0|0
31765|M|D|Advanced Degree|7000|High Risk|5|0|0
31766|F|D|Advanced Degree|7000|High Risk|5|0|0
31767|M|W|Advanced Degree|7000|High Risk|5|0|0
31768|F|W|Advanced Degree|7000|High Risk|5|0|0
31769|M|U|Advanced Degree|7000|High Risk|5|0|0
31770|F|U|Advanced Degree|7000|High Risk|5|0|0
31771|M|M|Unknown|7000|High Risk|5|0|0
31772|F|M|Unknown|7000|High Risk|5|0|0
31773|M|S|Unknown|7000|High Risk|5|0|0
31774|F|S|Unknown|7000|High Risk|5|0|0
31775|M|D|Unknown|7000|High Risk|5|0|0
31776|F|D|Unknown|7000|High Risk|5|0|0
31777|M|W|Unknown|7000|High Risk|5|0|0
31778|F|W|Unknown|7000|High Risk|5|0|0
31779|M|U|Unknown|7000|High Risk|5|0|0
31780|F|U|Unknown|7000|High Risk|5|0|0
31781|M|M|Primary|7500|High Risk|5|0|0
31782|F|M|Primary|7500|High Risk|5|0|0
31783|M|S|Primary|7500|High Risk|5|0|0
31784|F|S|Primary|7500|High Risk|5|0|0
31785|M|D|Primary|7500|High Risk|5|0|0
31786|F|D|Primary|7500|High Risk|5|0|0
31787|M|W|Primary|7500|High Risk|5|0|0
31788|F|W|Primary|7500|High Risk|5|0|0
31789|M|U|Primary|7500|High Risk|5|0|0
31790|F|U|Primary|7500|High Risk|5|0|0
31791|M|M|Secondary|7500|High Risk|5|0|0
31792|F|M|Secondary|7500|High Risk|5|0|0
31793|M|S|Secondary|7500|High Risk|5|0|0
31794|F|S|Secondary|7500|High Risk|5|0|0
31795|M|D|Secondary|7500|High Risk|5|0|0
31796|F|D|Secondary|7500|High Risk|5|0|0
31797|M|W|Secondary|7500|High Risk|5|0|0
31798|F|W|Secondary|7500|High Risk|5|0|0
31799|M|U|Secondary|7500|High Risk|5|0|0
31800|F|U|Secondary|7500|High Risk|5|0|0
31801|M|M|College|7500|High Risk|5|0|0
31802|F|M|College|7500|High Risk|5|0|0
31803|M|S|College|7500|High Risk|5|0|0
31804|F|S|College|7500|High Risk|5|0|0
31805|M|D|College|7500|High Risk|5|0|0
31806|F|D|College|7500|High Risk|5|0|0
31807|M|W|College|7500|High Risk|5|0|0
31808|F|W|College|7500|High Risk|5|0|0
31809|M|U|College|7500|High Risk|5|0|0
31810|F|U|College|7500|High Risk|5|0|0
31811|M|M|2 yr Degree|7500|High Risk|5|0|0
31812|F|M|2 yr Degree|7500|High Risk|5|0|0
31813|M|S|2 yr Degree|7500|High Risk|5|0|0
31814|F|S|2 yr Degree|7500|High Risk|5|0|0
31815|M|D|2 yr Degree|7500|High Risk|5|0|0
31816|F|D|2 yr Degree|7500|High Risk|5|0|0
31817|M|W|2 yr Degree|7500|High Risk|5|0|0
31818|F|W|2 yr Degree|7500|High Risk|5|0|0
31819|M|U|2 yr Degree|7500|High Risk|5|0|0
31820|F|U|2 yr Degree|7500|High Risk|5|0|0
31821|M|M|4 yr Degree|7500|High Risk|5|0|0
31822|F|M|4 yr Degree|7500|High Risk|5|0|0
31823|M|S|4 yr Degree|7500|High Risk|5|0|0
31824|F|S|4 yr Degree|7500|High Risk|5|0|0
31825|M|D|4 yr Degree|7500|High Risk|5|0|0
31826|F|D|4 yr Degree|7500|High Risk|5|0|0
31827|M|W|4 yr Degree|7500|High Risk|5|0|0
31828|F|W|4 yr Degree|7500|High Risk|5|0|0
31829|M|U|4 yr Degree|7500|High Risk|5|0|0
31830|F|U|4 yr Degree|7500|High Risk|5|0|0
31831|M|M|Advanced Degree|7500|High Risk|5|0|0
31832|F|M|Advanced Degree|7500|High Risk|5|0|0
31833|M|S|Advanced Degree|7500|High Risk|5|0|0
31834|F|S|Advanced Degree|7500|High Risk|5|0|0
31835|M|D|Advanced Degree|7500|High Risk|5|0|0
31836|F|D|Advanced Degree|7500|High Risk|5|0|0
31837|M|W|Advanced Degree|7500|High Risk|5|0|0
31838|F|W|Advanced Degree|7500|High Risk|5|0|0
31839|M|U|Advanced Degree|7500|High Risk|5|0|0
31840|F|U|Advanced Degree|7500|High Risk|5|0|0
31841|M|M|Unknown|7500|High Risk|5|0|0
31842|F|M|Unknown|7500|High Risk|5|0|0
31843|M|S|Unknown|7500|High Risk|5|0|0
31844|F|S|Unknown|7500|High Risk|5|0|0
31845|M|D|Unknown|7500|High Risk|5|0|0
31846|F|D|Unknown|7500|High Risk|5|0|0
31847|M|W|Unknown|7500|High Risk|5|0|0
31848|F|W|Unknown|7500|High Risk|5|0|0
31849|M|U|Unknown|7500|High Risk|5|0|0
31850|F|U|Unknown|7500|High Risk|5|0|0
31851|M|M|Primary|8000|High Risk|5|0|0
31852|F|M|Primary|8000|High Risk|5|0|0
31853|M|S|Primary|8000|High Risk|5|0|0
31854|F|S|Primary|8000|High Risk|5|0|0
31855|M|D|Primary|8000|High Risk|5|0|0
31856|F|D|Primary|8000|High Risk|5|0|0
31857|M|W|Primary|8000|High Risk|5|0|0
31858|F|W|Primary|8000|High Risk|5|0|0
31859|M|U|Primary|8000|High Risk|5|0|0
31860|F|U|Primary|8000|High Risk|5|0|0
31861|M|M|Secondary|8000|High Risk|5|0|0
31862|F|M|Secondary|8000|High Risk|5|0|0
31863|M|S|Secondary|8000|High Risk|5|0|0
31864|F|S|Secondary|8000|High Risk|5|0|0
31865|M|D|Secondary|8000|High Risk|5|0|0
31866|F|D|Secondary|8000|High Risk|5|0|0
31867|M|W|Secondary|8000|High Risk|5|0|0
31868|F|W|Secondary|8000|High Risk|5|0|0
31869|M|U|Secondary|8000|High Risk|5|0|0
31870|F|U|Secondary|8000|High Risk|5|0|0
31871|M|M|College|8000|High Risk|5|0|0
31872|F|M|College|8000|High Risk|5|0|0
31873|M|S|College|8000|High Risk|5|0|0
31874|F|S|College|8000|High Risk|5|0|0
31875|M|D|College|8000|High Risk|5|0|0
31876|F|D|College|8000|High Risk|5|0|0
31877|M|W|College|8000|High Risk|5|0|0
31878|F|W|College|8000|High Risk|5|0|0
31879|M|U|College|8000|High Risk|5|0|0
31880|F|U|College|8000|High Risk|5|0|0
31881|M|M|2 yr Degree|8000|High Risk|5|0|0
31882|F|M|2 yr Degree|8000|High Risk|5|0|0
31883|M|S|2 yr Degree|8000|High Risk|5|0|0
31884|F|S|2 yr Degree|8000|High Risk|5|0|0
31885|M|D|2 yr Degree|8000|High Risk|5|0|0
31886|F|D|2 yr Degree|8000|High Risk|5|0|0
31887|M|W|2 yr Degree|8000|High Risk|5|0|0
31888|F|W|2 yr Degree|8000|High Risk|5|0|0
31889|M|U|2 yr Degree|8000|High Risk|5|0|0
31890|F|U|2 yr Degree|8000|High Risk|5|0|0
31891|M|M|4 yr Degree|8000|High Risk|5|0|0
31892|F|M|4 yr Degree|8000|High Risk|5|0|0
31893|M|S|4 yr Degree|8000|High Risk|5|0|0
31894|F|S|4 yr Degree|8000|High Risk|5|0|0
31895|M|D|4 yr Degree|8000|High Risk|5|0|0
31896|F|D|4 yr Degree|8000|High Risk|5|0|0
31897|M|W|4 yr Degree|8000|High Risk|5|0|0
31898|F|W|4 yr Degree|8000|High Risk|5|0|0
31899|M|U|4 yr Degree|8000|High Risk|5|0|0
31900|F|U|4 yr Degree|8000|High Risk|5|0|0
31901|M|M|Advanced Degree|8000|High Risk|5|0|0
31902|F|M|Advanced Degree|8000|High Risk|5|0|0
31903|M|S|Advanced Degree|8000|High Risk|5|0|0
31904|F|S|Advanced Degree|8000|High Risk|5|0|0
31905|M|D|Advanced Degree|8000|High Risk|5|0|0
31906|F|D|Advanced Degree|8000|High Risk|5|0|0
31907|M|W|Advanced Degree|8000|High Risk|5|0|0
31908|F|W|Advanced Degree|8000|High Risk|5|0|0
31909|M|U|Advanced Degree|8000|High Risk|5|0|0
31910|F|U|Advanced Degree|8000|High Risk|5|0|0
31911|M|M|Unknown|8000|High Risk|5|0|0
31912|F|M|Unknown|8000|High Risk|5|0|0
31913|M|S|Unknown|8000|High Risk|5|0|0
31914|F|S|Unknown|8000|High Risk|5|0|0
31915|M|D|Unknown|8000|High Risk|5|0|0
31916|F|D|Unknown|8000|High Risk|5|0|0
31917|M|W|Unknown|8000|High Risk|5|0|0
31918|F|W|Unknown|8000|High Risk|5|0|0
31919|M|U|Unknown|8000|High Risk|5|0|0
31920|F|U|Unknown|8000|High Risk|5|0|0
31921|M|M|Primary|8500|High Risk|5|0|0
31922|F|M|Primary|8500|High Risk|5|0|0
31923|M|S|Primary|8500|High Risk|5|0|0
31924|F|S|Primary|8500|High Risk|5|0|0
31925|M|D|Primary|8500|High Risk|5|0|0
31926|F|D|Primary|8500|High Risk|5|0|0
31927|M|W|Primary|8500|High Risk|5|0|0
31928|F|W|Primary|8500|High Risk|5|0|0
31929|M|U|Primary|8500|High Risk|5|0|0
31930|F|U|Primary|8500|High Risk|5|0|0
31931|M|M|Secondary|8500|High Risk|5|0|0
31932|F|M|Secondary|8500|High Risk|5|0|0
31933|M|S|Secondary|8500|High Risk|5|0|0
31934|F|S|Secondary|8500|High Risk|5|0|0
31935|M|D|Secondary|8500|High Risk|5|0|0
31936|F|D|Secondary|8500|High Risk|5|0|0
31937|M|W|Secondary|8500|High Risk|5|0|0
31938|F|W|Secondary|8500|High Risk|5|0|0
31939|M|U|Secondary|8500|High Risk|5|0|0
31940|F|U|Secondary|8500|High Risk|5|0|0
31941|M|M|College|8500|High Risk|5|0|0
31942|F|M|College|8500|High Risk|5|0|0
31943|M|S|College|8500|High Risk|5|0|0
31944|F|S|College|8500|High Risk|5|0|0
31945|M|D|College|8500|High Risk|5|0|0
31946|F|D|College|8500|High Risk|5|0|0
31947|M|W|College|8500|High Risk|5|0|0
31948|F|W|College|8500|High Risk|5|0|0
31949|M|U|College|8500|High Risk|5|0|0
31950|F|U|College|8500|High Risk|5|0|0
31951|M|M|2 yr Degree|8500|High Risk|5|0|0
31952|F|M|2 yr Degree|8500|High Risk|5|0|0
31953|M|S|2 yr Degree|8500|High Risk|5|0|0
31954|F|S|2 yr Degree|8500|High Risk|5|0|0
31955|M|D|2 yr Degree|8500|High Risk|5|0|0
31956|F|D|2 yr Degree|8500|High Risk|5|0|0
31957|M|W|2 yr Degree|8500|High Risk|5|0|0
31958|F|W|2 yr Degree|8500|High Risk|5|0|0
31959|M|U|2 yr Degree|8500|High Risk|5|0|0
31960|F|U|2 yr Degree|8500|High Risk|5|0|0
31961|M|M|4 yr Degree|8500|High Risk|5|0|0
31962|F|M|4 yr Degree|8500|High Risk|5|0|0
31963|M|S|4 yr Degree|8500|High Risk|5|0|0
31964|F|S|4 yr Degree|8500|High Risk|5|0|0
31965|M|D|4 yr Degree|8500|High Risk|5|0|0
31966|F|D|4 yr Degree|8500|High Risk|5|0|0
31967|M|W|4 yr Degree|8500|High Risk|5|0|0
31968|F|W|4 yr Degree|8500|High Risk|5|0|0
31969|M|U|4 yr Degree|8500|High Risk|5|0|0
31970|F|U|4 yr Degree|8500|High Risk|5|0|0
31971|M|M|Advanced Degree|8500|High Risk|5|0|0
31972|F|M|Advanced Degree|8500|High Risk|5|0|0
31973|M|S|Advanced Degree|8500|High Risk|5|0|0
31974|F|S|Advanced Degree|8500|High Risk|5|0|0
31975|M|D|Advanced Degree|8500|High Risk|5|0|0
31976|F|D|Advanced Degree|8500|High Risk|5|0|0
31977|M|W|Advanced Degree|8500|High Risk|5|0|0
31978|F|W|Advanced Degree|8500|High Risk|5|0|0
31979|M|U|Advanced Degree|8500|High Risk|5|0|0
31980|F|U|Advanced Degree|8500|High Risk|5|0|0
31981|M|M|Unknown|8500|High Risk|5|0|0
31982|F|M|Unknown|8500|High Risk|5|0|0
31983|M|S|Unknown|8500|High Risk|5|0|0
31984|F|S|Unknown|8500|High Risk|5|0|0
31985|M|D|Unknown|8500|High Risk|5|0|0
31986|F|D|Unknown|8500|High Risk|5|0|0
31987|M|W|Unknown|8500|High Risk|5|0|0
31988|F|W|Unknown|8500|High Risk|5|0|0
31989|M|U|Unknown|8500|High Risk|5|0|0
31990|F|U|Unknown|8500|High Risk|5|0|0
31991|M|M|Primary|9000|High Risk|5|0|0
31992|F|M|Primary|9000|High Risk|5|0|0
31993|M|S|Primary|9000|High Risk|5|0|0
31994|F|S|Primary|9000|High Risk|5|0|0
31995|M|D|Primary|9000|High Risk|5|0|0
31996|F|D|Primary|9000|High Risk|5|0|0
31997|M|W|Primary|9000|High Risk|5|0|0
31998|F|W|Primary|9000|High Risk|5|0|0
31999|M|U|Primary|9000|High Risk|5|0|0
32000|F|U|Primary|9000|High Risk|5|0|0
32001|M|M|Secondary|9000|High Risk|5|0|0
32002|F|M|Secondary|9000|High Risk|5|0|0
32003|M|S|Secondary|9000|High Risk|5|0|0
32004|F|S|Secondary|9000|High Risk|5|0|0
32005|M|D|Secondary|9000|High Risk|5|0|0
32006|F|D|Secondary|9000|High Risk|5|0|0
32007|M|W|Secondary|9000|High Risk|5|0|0
32008|F|W|Secondary|9000|High Risk|5|0|0
32009|M|U|Secondary|9000|High Risk|5|0|0
32010|F|U|Secondary|9000|High Risk|5|0|0
32011|M|M|College|9000|High Risk|5|0|0
32012|F|M|College|9000|High Risk|5|0|0
32013|M|S|College|9000|High Risk|5|0|0
32014|F|S|College|9000|High Risk|5|0|0
32015|M|D|College|9000|High Risk|5|0|0
32016|F|D|College|9000|High Risk|5|0|0
32017|M|W|College|9000|High Risk|5|0|0
32018|F|W|College|9000|High Risk|5|0|0
32019|M|U|College|9000|High Risk|5|0|0
32020|F|U|College|9000|High Risk|5|0|0
32021|M|M|2 yr Degree|9000|High Risk|5|0|0
32022|F|M|2 yr Degree|9000|High Risk|5|0|0
32023|M|S|2 yr Degree|9000|High Risk|5|0|0
32024|F|S|2 yr Degree|9000|High Risk|5|0|0
32025|M|D|2 yr Degree|9000|High Risk|5|0|0
32026|F|D|2 yr Degree|9000|High Risk|5|0|0
32027|M|W|2 yr Degree|9000|High Risk|5|0|0
32028|F|W|2 yr Degree|9000|High Risk|5|0|0
32029|M|U|2 yr Degree|9000|High Risk|5|0|0
32030|F|U|2 yr Degree|9000|High Risk|5|0|0
32031|M|M|4 yr Degree|9000|High Risk|5|0|0
32032|F|M|4 yr Degree|9000|High Risk|5|0|0
32033|M|S|4 yr Degree|9000|High Risk|5|0|0
32034|F|S|4 yr Degree|9000|High Risk|5|0|0
32035|M|D|4 yr Degree|9000|High Risk|5|0|0
32036|F|D|4 yr Degree|9000|High Risk|5|0|0
32037|M|W|4 yr Degree|9000|High Risk|5|0|0
32038|F|W|4 yr Degree|9000|High Risk|5|0|0
32039|M|U|4 yr Degree|9000|High Risk|5|0|0
32040|F|U|4 yr Degree|9000|High Risk|5|0|0
32041|M|M|Advanced Degree|9000|High Risk|5|0|0
32042|F|M|Advanced Degree|9000|High Risk|5|0|0
32043|M|S|Advanced Degree|9000|High Risk|5|0|0
32044|F|S|Advanced Degree|9000|High Risk|5|0|0
32045|M|D|Advanced Degree|9000|High Risk|5|0|0
32046|F|D|Advanced Degree|9000|High Risk|5|0|0
32047|M|W|Advanced Degree|9000|High Risk|5|0|0
32048|F|W|Advanced Degree|9000|High Risk|5|0|0
32049|M|U|Advanced Degree|9000|High Risk|5|0|0
32050|F|U|Advanced Degree|9000|High Risk|5|0|0
32051|M|M|Unknown|9000|High Risk|5|0|0
32052|F|M|Unknown|9000|High Risk|5|0|0
32053|M|S|Unknown|9000|High Risk|5|0|0
32054|F|S|Unknown|9000|High Risk|5|0|0
32055|M|D|Unknown|9000|High Risk|5|0|0
32056|F|D|Unknown|9000|High Risk|5|0|0
32057|M|W|Unknown|9000|High Risk|5|0|0
32058|F|W|Unknown|9000|High Risk|5|0|0
32059|M|U|Unknown|9000|High Risk|5|0|0
32060|F|U|Unknown|9000|High Risk|5|0|0
32061|M|M|Primary|9500|High Risk|5|0|0
32062|F|M|Primary|9500|High Risk|5|0|0
32063|M|S|Primary|9500|High Risk|5|0|0
32064|F|S|Primary|9500|High Risk|5|0|0
32065|M|D|Primary|9500|High Risk|5|0|0
32066|F|D|Primary|9500|High Risk|5|0|0
32067|M|W|Primary|9500|High Risk|5|0|0
32068|F|W|Primary|9500|High Risk|5|0|0
32069|M|U|Primary|9500|High Risk|5|0|0
32070|F|U|Primary|9500|High Risk|5|0|0
32071|M|M|Secondary|9500|High Risk|5|0|0
32072|F|M|Secondary|9500|High Risk|5|0|0
32073|M|S|Secondary|9500|High Risk|5|0|0
32074|F|S|Secondary|9500|High Risk|5|0|0
32075|M|D|Secondary|9500|High Risk|5|0|0
32076|F|D|Secondary|9500|High Risk|5|0|0
32077|M|W|Secondary|9500|High Risk|5|0|0
32078|F|W|Secondary|9500|High Risk|5|0|0
32079|M|U|Secondary|9500|High Risk|5|0|0
32080|F|U|Secondary|9500|High Risk|5|0|0
32081|M|M|College|9500|High Risk|5|0|0
32082|F|M|College|9500|High Risk|5|0|0
32083|M|S|College|9500|High Risk|5|0|0
32084|F|S|College|9500|High Risk|5|0|0
32085|M|D|College|9500|High Risk|5|0|0
32086|F|D|College|9500|High Risk|5|0|0
32087|M|W|College|9500|High Risk|5|0|0
32088|F|W|College|9500|High Risk|5|0|0
32089|M|U|College|9500|High Risk|5|0|0
32090|F|U|College|9500|High Risk|5|0|0
32091|M|M|2 yr Degree|9500|High Risk|5|0|0
32092|F|M|2 yr Degree|9500|High Risk|5|0|0
32093|M|S|2 yr Degree|9500|High Risk|5|0|0
32094|F|S|2 yr Degree|9500|High Risk|5|0|0
32095|M|D|2 yr Degree|9500|High Risk|5|0|0
32096|F|D|2 yr Degree|9500|High Risk|5|0|0
32097|M|W|2 yr Degree|9500|High Risk|5|0|0
32098|F|W|2 yr Degree|9500|High Risk|5|0|0
32099|M|U|2 yr Degree|9500|High Risk|5|0|0
32100|F|U|2 yr Degree|9500|High Risk|5|0|0
32101|M|M|4 yr Degree|9500|High Risk|5|0|0
32102|F|M|4 yr Degree|9500|High Risk|5|0|0
32103|M|S|4 yr Degree|9500|High Risk|5|0|0
32104|F|S|4 yr Degree|9500|High Risk|5|0|0
32105|M|D|4 yr Degree|9500|High Risk|5|0|0
32106|F|D|4 yr Degree|9500|High Risk|5|0|0
32107|M|W|4 yr Degree|9500|High Risk|5|0|0
32108|F|W|4 yr Degree|9500|High Risk|5|0|0
32109|M|U|4 yr Degree|9500|High Risk|5|0|0
32110|F|U|4 yr Degree|9500|High Risk|5|0|0
32111|M|M|Advanced Degree|9500|High Risk|5|0|0
32112|F|M|Advanced Degree|9500|High Risk|5|0|0
32113|M|S|Advanced Degree|9500|High Risk|5|0|0
32114|F|S|Advanced Degree|9500|High Risk|5|0|0
32115|M|D|Advanced Degree|9500|High Risk|5|0|0
32116|F|D|Advanced Degree|9500|High Risk|5|0|0
32117|M|W|Advanced Degree|9500|High Risk|5|0|0
32118|F|W|Advanced Degree|9500|High Risk|5|0|0
32119|M|U|Advanced Degree|9500|High Risk|5|0|0
32120|F|U|Advanced Degree|9500|High Risk|5|0|0
