inv_date_sk|inv_item_sk|inv_warehouse_sk|inv_quantity_on_hand
2451032|914|1|
2451032|916|1|752
2451032|919|1|933
2451032|920|1|168
2451032|922|1|240
2451032|925|1|929
2451032|926|1|81
2451032|928|1|779
2451032|931|1|68
2451032|932|1|665
2451032|934|1|163
2451032|937|1|530
2451032|938|1|122
2451032|940|1|133
2451032|943|1|293
2451032|944|1|288
2451032|946|1|103
2451032|949|1|957
2451032|950|1|480
2451032|952|1|892
2451032|955|1|571
2451032|956|1|502
2451032|958|1|543
2451032|961|1|31
2451032|962|1|338
2451032|964|1|
2451032|967|1|
2451032|968|1|466
2451032|970|1|799
2451032|973|1|10
2451032|974|1|660
2451032|976|1|507
2451032|979|1|
2451032|980|1|280
2451032|982|1|397
2451032|985|1|180
2451032|986|1|935
2451032|988|1|
2451032|991|1|770
2451032|992|1|250
2451032|994|1|867
2451032|997|1|937
2451032|998|1|100
2451032|1000|1|2
2451032|1003|1|117
2451032|1004|1|534
2451032|1006|1|475
2451032|1009|1|77
2451032|1010|1|250
2451032|1012|1|944
2451032|1015|1|372
2451032|1016|1|869
2451032|1018|1|651
2451032|1021|1|762
2451032|1022|1|
2451032|1024|1|356
2451032|1027|1|392
2451032|1028|1|536
2451032|1030|1|573
2451032|1033|1|699
2451032|1034|1|989
2451032|1036|1|910
2451032|1039|1|283
2451032|1040|1|303
2451032|1042|1|365
2451032|1045|1|863
2451032|1046|1|242
2451032|1048|1|279
2451032|1051|1|1000
2451032|1052|1|401
2451032|1054|1|567
2451032|1057|1|646
2451032|1058|1|453
2451032|1060|1|314
2451032|1063|1|
2451032|1064|1|699
2451032|1066|1|883
2451032|1069|1|223
2451032|1070|1|956
2451032|1072|1|446
2451032|1075|1|59
2451032|1076|1|935
2451032|1078|1|638
2451032|1081|1|847
2451032|1082|1|192
2451032|1084|1|46
2451032|1087|1|135
2451032|1088|1|713
2451032|1090|1|707
2451032|1093|1|194
2451032|1094|1|866
2451032|1096|1|449
2451032|1099|1|213
2451032|1100|1|252
2451032|1102|1|336
2451032|1105|1|190
2451032|1106|1|531
2451032|1108|1|883
2451032|1111|1|67
2451032|1112|1|192
2451032|1114|1|631
2451032|1117|1|983
2451032|1118|1|589
2451032|1120|1|39
2451032|1123|1|399
2451032|1124|1|994
2451032|1126|1|539
2451032|1129|1|148
2451032|1130|1|474
2451032|1132|1|334
2451032|1135|1|728
2451032|1136|1|93
2451032|1138|1|431
2451032|1141|1|394
2451032|1142|1|120
2451032|1144|1|791
2451032|1147|1|55
2451032|1148|1|291
2451032|1150|1|902
2451032|1153|1|190
2451032|1154|1|413
2451032|1156|1|51
2451032|1159|1|569
2451032|1160|1|848
2451032|1162|1|26
2451032|1165|1|
2451032|1166|1|560
2451032|1168|1|542
2451032|1171|1|339
2451032|1172|1|12
2451032|1174|1|428
2451032|1177|1|381
2451032|1178|1|861
2451032|1180|1|171
2451032|1183|1|101
2451032|1184|1|557
2451032|1186|1|653
2451032|1189|1|399
2451032|1190|1|995
2451032|1192|1|279
2451032|1195|1|850
2451032|1196|1|648
2451032|1198|1|186
2451032|1201|1|660
2451032|1202|1|423
2451032|1204|1|741
2451032|1207|1|706
2451032|1208|1|407
2451032|1210|1|948
2451032|1213|1|437
2451032|1214|1|830
2451032|1216|1|60
2451032|1219|1|585
2451032|1220|1|781
2451032|1222|1|385
2451032|1225|1|926
2451032|1226|1|140
2451032|1228|1|21
2451032|1231|1|863
2451032|1232|1|105
2451032|1234|1|154
2451032|1237|1|116
2451032|1238|1|681
2451032|1240|1|692
2451032|1243|1|399
2451032|1244|1|248
2451032|1246|1|224
2451032|1249|1|661
2451032|1250|1|806
2451032|1252|1|399
2451032|1255|1|127
2451032|1256|1|975
2451032|1258|1|564
2451032|1261|1|164
2451032|1262|1|101
2451032|1264|1|96
2451032|1267|1|904
2451032|1268|1|297
2451032|1270|1|69
2451032|1273|1|292
2451032|1274|1|564
2451032|1276|1|631
2451032|1279|1|564
2451032|1280|1|254
2451032|1282|1|454
2451032|1285|1|780
2451032|1286|1|282
2451032|1288|1|149
2451032|1291|1|381
2451032|1292|1|25
2451032|1294|1|900
2451032|1297|1|538
2451032|1298|1|499
2451032|1300|1|647
2451032|1303|1|30
2451032|1304|1|157
2451032|1306|1|634
2451032|1309|1|220
2451032|1310|1|522
2451032|1312|1|236
2451032|1315|1|352
2451032|1316|1|462
2451032|1318|1|
2451032|1321|1|639
2451032|1322|1|62
2451032|1324|1|433
2451032|1327|1|849
2451032|1328|1|10
2451032|1330|1|183
2451032|1333|1|742
2451032|1334|1|944
2451032|1336|1|529
2451032|1339|1|967
2451032|1340|1|441
2451032|1342|1|901
2451032|1345|1|872
2451032|1346|1|910
2451032|1348|1|840
2451032|1351|1|729
2451032|1352|1|
2451032|1354|1|915
2451032|1357|1|
2451032|1358|1|852
2451032|1360|1|265
2451032|1363|1|54
2451032|1364|1|772
2451032|1366|1|746
2451032|1369|1|
2451032|1370|1|770
2451032|1372|1|635
2451032|1375|1|37
2451032|1376|1|823
2451032|1378|1|
2451032|1381|1|321
2451032|1382|1|426
2451032|1384|1|118
2451032|1387|1|105
2451032|1388|1|750
2451032|1390|1|470
2451032|1393|1|72
2451032|1394|1|663
2451032|1396|1|139
2451032|1399|1|362
2451032|1400|1|614
2451032|1402|1|668
2451032|1405|1|18
2451032|1406|1|956
2451032|1408|1|313
2451032|1411|1|700
2451032|1412|1|879
2451032|1414|1|549
2451032|1417|1|56
2451032|1418|1|396
2451032|1420|1|714
2451032|1423|1|479
2451032|1424|1|
2451032|1426|1|389
2451032|1429|1|786
2451032|1430|1|615
2451032|1432|1|530
2451032|1435|1|1000
2451032|1436|1|318
2451032|1438|1|779
2451032|1441|1|127
2451032|1442|1|963
2451032|1444|1|938
2451032|1447|1|247
2451032|1448|1|226
2451032|1450|1|504
2451032|1453|1|14
2451032|1454|1|832
2451032|1456|1|611
2451032|1459|1|287
2451032|1460|1|398
2451032|1462|1|685
2451032|1465|1|969
2451032|1466|1|417
2451032|1468|1|327
2451032|1471|1|389
2451032|1472|1|49
2451032|1474|1|618
2451032|1477|1|438
2451032|1478|1|14
2451032|1480|1|946
2451032|1483|1|473
2451032|1484|1|216
2451032|1486|1|880
2451032|1489|1|552
2451032|1490|1|985
2451032|1492|1|660
2451032|1495|1|209
2451032|1496|1|103
2451032|1498|1|
2451032|1501|1|168
2451032|1502|1|221
2451032|1504|1|793
2451032|1507|1|575
2451032|1508|1|70
2451032|1510|1|699
2451032|1513|1|399
2451032|1514|1|360
2451032|1516|1|911
2451032|1519|1|735
2451032|1520|1|31
2451032|1522|1|803
2451032|1525|1|680
2451032|1526|1|337
2451032|1528|1|104
2451032|1531|1|394
2451032|1532|1|46
2451032|1534|1|247
2451032|1537|1|516
2451032|1538|1|143
2451032|1540|1|406
2451032|1543|1|526
2451032|1544|1|640
2451032|1546|1|433
2451032|1549|1|226
2451032|1550|1|793
2451032|1552|1|257
2451032|1555|1|340
2451032|1556|1|654
2451032|1558|1|679
2451032|1561|1|517
2451032|1562|1|649
2451032|1564|1|866
2451032|1567|1|
2451032|1568|1|642
2451032|1570|1|948
2451032|1573|1|820
2451032|1574|1|631
2451032|1576|1|256
2451032|1579|1|79
2451032|1580|1|948
2451032|1582|1|659
2451032|1585|1|279
2451032|1586|1|415
2451032|1588|1|827
2451032|1591|1|754
2451032|1592|1|418
2451032|1594|1|32
2451032|1597|1|
2451032|1598|1|357
2451032|1600|1|477
2451032|1603|1|572
2451032|1604|1|443
2451032|1606|1|819
2451032|1609|1|157
2451032|1610|1|699
2451032|1612|1|131
2451032|1615|1|520
2451032|1616|1|675
2451032|1618|1|80
2451032|1621|1|290
2451032|1622|1|383
2451032|1624|1|336
2451032|1627|1|235
2451032|1628|1|857
2451032|1630|1|124
2451032|1633|1|201
2451032|1634|1|752
2451032|1636|1|632
2451032|1639|1|520
2451032|1640|1|301
2451032|1642|1|425
2451032|1645|1|606
2451032|1646|1|487
2451032|1648|1|897
2451032|1651|1|993
2451032|1652|1|363
2451032|1654|1|959
2451032|1657|1|153
2451032|1658|1|22
2451032|1660|1|841
2451032|1663|1|445
2451032|1664|1|782
2451032|1666|1|897
2451032|1669|1|355
2451032|1670|1|393
2451032|1672|1|481
2451032|1675|1|
2451032|1676|1|738
2451032|1678|1|76
2451032|1681|1|880
2451032|1682|1|169
2451032|1684|1|
2451032|1687|1|601
2451032|1688|1|441
2451032|1690|1|491
2451032|1693|1|415
2451032|1694|1|678
2451032|1696|1|967
2451032|1699|1|665
2451032|1700|1|27
2451032|1702|1|421
2451032|1705|1|848
2451032|1706|1|491
2451032|1708|1|480
2451032|1711|1|484
2451032|1712|1|676
2451032|1714|1|465
2451032|1717|1|628
2451032|1718|1|80
2451032|1720|1|411
2451032|1723|1|348
2451032|1724|1|813
2451032|1726|1|501
2451032|1729|1|87
2451032|1730|1|5
2451032|1732|1|122
2451032|1735|1|813
2451032|1736|1|910
2451032|1738|1|787
2451032|1741|1|208
2451032|1742|1|820
2451032|1744|1|389
2451032|1747|1|45
2451032|1748|1|862
2451032|1750|1|137
2451032|1753|1|643
2451032|1754|1|259
2451032|1756|1|395
2451032|1759|1|194
2451032|1760|1|276
2451032|1762|1|388
2451032|1765|1|490
2451032|1766|1|953
2451032|1768|1|890
2451032|1771|1|149
2451032|1772|1|774
2451032|1774|1|364
2451032|1777|1|660
2451032|1778|1|119
2451032|1780|1|432
2451032|1783|1|428
2451032|1784|1|713
2451032|1786|1|590
2451032|1789|1|520
2451032|1790|1|84
2451032|1792|1|621
2451032|1795|1|537
2451032|1796|1|754
2451032|1798|1|
2451039|1|1|
2451039|2|1|
2451039|4|1|724
2451039|7|1|815
2451039|8|1|702
2451039|10|1|257
2451039|13|1|247
2451039|14|1|330
2451039|16|1|71
2451039|19|1|
2451039|20|1|980
2451039|22|1|76
2451039|25|1|981
2451039|26|1|531
2451039|28|1|
2451039|31|1|306
2451039|32|1|43
2451039|34|1|364
2451039|37|1|707
2451039|38|1|181
2451039|40|1|2
2451039|43|1|141
2451039|44|1|893
2451039|46|1|398
2451039|49|1|
2451039|50|1|78
2451039|52|1|194
2451039|55|1|818
2451039|56|1|683
2451039|58|1|347
2451039|61|1|136
2451039|62|1|816
2451039|64|1|783
2451039|67|1|32
2451039|68|1|1000
2451039|70|1|667
2451039|73|1|281
2451039|74|1|506
2451039|76|1|908
2451039|79|1|436
2451039|80|1|596
2451039|82|1|197
2451039|85|1|750
2451039|86|1|578
2451039|88|1|207
2451039|91|1|834
2451039|92|1|267
2451039|94|1|501
2451039|97|1|290
2451039|98|1|134
2451039|100|1|443
2451039|103|1|
2451039|104|1|435
2451039|106|1|841
2451039|109|1|615
2451039|110|1|654
2451039|112|1|464
2451039|115|1|979
2451039|116|1|382
2451039|118|1|79
2451039|121|1|347
2451039|122|1|41
2451039|124|1|358
2451039|127|1|
2451039|128|1|887
2451039|130|1|455
2451039|133|1|198
2451039|134|1|729
2451039|136|1|513
2451039|139|1|231
2451039|140|1|820
2451039|142|1|
2451039|145|1|
2451039|146|1|850
2451039|148|1|125
2451039|151|1|
2451039|152|1|
2451039|154|1|905
2451039|157|1|407
2451039|158|1|898
2451039|160|1|821
2451039|163|1|69
2451039|164|1|
2451039|166|1|177
2451039|169|1|420
2451039|170|1|611
2451039|172|1|435
2451039|175|1|921
2451039|176|1|439
2451039|178|1|901
2451039|181|1|187
2451039|182|1|808
2451039|184|1|954
2451039|187|1|367
2451039|188|1|144
2451039|190|1|54
2451039|193|1|694
2451039|194|1|269
2451039|196|1|97
2451039|199|1|953
2451039|200|1|719
2451039|202|1|32
2451039|205|1|805
2451039|206|1|250
2451039|208|1|332
2451039|211|1|504
2451039|212|1|309
2451039|214|1|296
2451039|217|1|165
2451039|218|1|502
2451039|220|1|744
2451039|223|1|499
2451039|224|1|781
2451039|226|1|718
2451039|229|1|265
2451039|230|1|860
2451039|232|1|582
2451039|235|1|975
2451039|236|1|237
2451039|238|1|527
2451039|241|1|569
2451039|242|1|789
2451039|244|1|815
2451039|247|1|
2451039|248|1|144
2451039|250|1|79
2451039|253|1|495
2451039|254|1|652
2451039|256|1|781
2451039|259|1|155
2451039|260|1|454
2451039|262|1|58
2451039|265|1|
2451039|266|1|245
2451039|268|1|
2451039|271|1|619
2451039|272|1|345
2451039|274|1|648
2451039|277|1|693
2451039|278|1|375
2451039|280|1|521
2451039|283|1|195
2451039|284|1|782
2451039|286|1|608
2451039|289|1|998
2451039|290|1|515
2451039|292|1|387
2451039|295|1|825
2451039|296|1|848
2451039|298|1|364
2451039|301|1|102
2451039|302|1|777
2451039|304|1|569
2451039|307|1|173
2451039|308|1|579
2451039|310|1|333
2451039|313|1|883
2451039|314|1|221
2451039|316|1|716
2451039|319|1|787
2451039|320|1|16
2451039|322|1|535
2451039|325|1|634
2451039|326|1|551
2451039|328|1|416
2451039|331|1|680
2451039|332|1|87
2451039|334|1|393
2451039|337|1|24
2451039|338|1|509
2451039|340|1|303
2451039|343|1|597
2451039|344|1|385
2451039|346|1|382
2451039|349|1|178
2451039|350|1|604
2451039|352|1|406
2451039|355|1|618
2451039|356|1|541
2451039|358|1|934
2451039|361|1|612
2451039|362|1|697
2451039|364|1|821
2451039|367|1|990
2451039|368|1|72
2451039|370|1|994
2451039|373|1|350
2451039|374|1|560
2451039|376|1|89
2451039|379|1|751
2451039|380|1|675
2451039|382|1|277
2451039|385|1|34
2451039|386|1|399
2451039|388|1|315
2451039|391|1|530
2451039|392|1|156
2451039|394|1|412
2451039|397|1|213
2451039|398|1|787
2451039|400|1|841
2451039|403|1|290
2451039|404|1|723
2451039|406|1|724
2451039|409|1|465
2451039|410|1|184
2451039|412|1|622
2451039|415|1|268
2451039|416|1|220
2451039|418|1|412
2451039|421|1|86
2451039|422|1|1
2451039|424|1|
2451039|427|1|140
2451039|428|1|176
2451039|430|1|789
2451039|433|1|365
2451039|434|1|956
2451039|436|1|702
2451039|439|1|90
2451039|440|1|349
2451039|442|1|924
2451039|445|1|723
2451039|446|1|310
2451039|448|1|113
2451039|451|1|764
2451039|452|1|960
2451039|454|1|918
2451039|457|1|568
2451039|458|1|161
2451039|460|1|973
2451039|463|1|774
2451039|464|1|349
2451039|466|1|592
2451039|469|1|641
2451039|470|1|800
2451039|472|1|1
2451039|475|1|104
2451039|476|1|171
2451039|478|1|418
2451039|481|1|715
2451039|482|1|451
2451039|484|1|900
2451039|487|1|710
2451039|488|1|400
2451039|490|1|758
2451039|493|1|782
2451039|494|1|690
2451039|496|1|500
2451039|499|1|328
2451039|500|1|277
2451039|502|1|972
2451039|505|1|187
2451039|506|1|414
2451039|508|1|395
2451039|511|1|231
2451039|512|1|899
2451039|514|1|846
2451039|517|1|815
2451039|518|1|367
2451039|520|1|187
2451039|523|1|665
2451039|524|1|42
2451039|526|1|827
2451039|529|1|
2451039|530|1|219
2451039|532|1|747
2451039|535|1|876
2451039|536|1|649
2451039|538|1|214
2451039|541|1|106
2451039|542|1|196
2451039|544|1|309
2451039|547|1|31
2451039|548|1|784
2451039|550|1|157
2451039|553|1|761
2451039|554|1|179
2451039|556|1|574
2451039|559|1|799
2451039|560|1|223
2451039|562|1|557
2451039|565|1|969
2451039|566|1|356
2451039|568|1|950
2451039|571|1|315
2451039|572|1|194
2451039|574|1|399
2451039|577|1|824
2451039|578|1|741
2451039|580|1|658
2451039|583|1|235
2451039|584|1|786
2451039|586|1|301
2451039|589|1|1
2451039|590|1|709
2451039|592|1|151
2451039|595|1|232
2451039|596|1|18
2451039|598|1|267
2451039|601|1|485
2451039|602|1|218
2451039|604|1|407
2451039|607|1|966
2451039|608|1|527
2451039|610|1|
2451039|613|1|347
2451039|614|1|361
2451039|616|1|809
2451039|619|1|48
2451039|620|1|45
2451039|622|1|214
2451039|625|1|370
2451039|626|1|585
2451039|628|1|483
2451039|631|1|97
2451039|632|1|388
2451039|634|1|517
2451039|637|1|862
2451039|638|1|647
2451039|640|1|871
2451039|643|1|626
2451039|644|1|275
2451039|646|1|634
2451039|649|1|426
2451039|650|1|262
2451039|652|1|676
2451039|655|1|183
2451039|656|1|888
2451039|658|1|78
2451039|661|1|17
2451039|662|1|965
2451039|664|1|599
2451039|667|1|540
2451039|668|1|742
2451039|670|1|983
2451039|673|1|569
2451039|674|1|756
2451039|676|1|314
2451039|679|1|26
2451039|680|1|267
2451039|682|1|241
2451039|685|1|900
2451039|686|1|229
2451039|688|1|386
2451039|691|1|748
2451039|692|1|
2451039|694|1|251
2451039|697|1|249
2451039|698|1|899
2451039|700|1|
2451039|703|1|971
2451039|704|1|309
2451039|706|1|996
2451039|709|1|403
2451039|710|1|252
2451039|712|1|439
2451039|715|1|347
2451039|716|1|681
2451039|718|1|876
2451039|721|1|527
2451039|722|1|435
2451039|724|1|857
2451039|727|1|992
2451039|728|1|158
2451039|730|1|71
2451039|733|1|504
2451039|734|1|766
2451039|736|1|693
2451039|739|1|515
2451039|740|1|619
2451039|742|1|478
2451039|745|1|701
2451039|746|1|465
2451039|748|1|50
2451039|751|1|788
2451039|752|1|369
2451039|754|1|95
2451039|757|1|903
2451039|758|1|385
2451039|760|1|508
2451039|763|1|717
2451039|764|1|190
2451039|766|1|687
2451039|769|1|403
2451039|770|1|467
2451039|772|1|
2451039|775|1|521
2451039|776|1|91
2451039|778|1|417
2451039|781|1|489
2451039|782|1|266
2451039|784|1|406
2451039|787|1|913
2451039|788|1|177
2451039|790|1|469
2451039|793|1|340
2451039|794|1|124
2451039|796|1|989
2451039|799|1|398
2451039|800|1|384
2451039|802|1|293
2451039|805|1|935
2451039|806|1|579
2451039|808|1|314
2451039|811|1|666
2451039|812|1|102
2451039|814|1|700
2451039|817|1|184
2451039|818|1|923
2451039|820|1|680
2451039|823|1|901
2451039|824|1|96
2451039|826|1|594
2451039|829|1|617
2451039|830|1|130
2451039|832|1|85
2451039|835|1|218
2451039|836|1|409
2451039|838|1|249
2451039|841|1|132
2451039|842|1|535
2451039|844|1|396
2451039|847|1|964
2451039|848|1|144
2451039|850|1|234
2451039|853|1|352
2451039|854|1|697
2451039|856|1|978
2451039|859|1|878
2451039|860|1|864
2451039|862|1|913
2451039|865|1|934
2451039|866|1|781
2451039|868|1|756
2451039|871|1|980
2451039|872|1|216
2451039|874|1|476
2451039|877|1|67
2451039|878|1|
2451039|880|1|614
2451039|883|1|413
2451039|884|1|987
2451039|886|1|691
2451039|889|1|803
2451039|890|1|783
2451039|892|1|801
2451039|895|1|358
2451039|896|1|498
2451039|898|1|236
2451039|901|1|713
2451039|902|1|
2451039|904|1|935
2451039|907|1|377
2451039|908|1|411
2451039|910|1|836
2451039|913|1|644
2451039|914|1|183
2451039|916|1|506
2451039|919|1|888
2451039|920|1|438
2451039|922|1|217
2451039|925|1|814
2451039|926|1|814
2451039|928|1|
2451039|931|1|772
2451039|932|1|582
2451039|934|1|314
2451039|937|1|741
2451039|938|1|888
2451039|940|1|950
2451039|943|1|299
2451039|944|1|270
2451039|946|1|997
2451039|949|1|195
2451039|950|1|
2451039|952|1|
2451039|955|1|669
2451039|956|1|525
2451039|958|1|729
2451039|961|1|251
2451039|962|1|328
2451039|964|1|852
2451039|967|1|889
2451039|968|1|980
2451039|970|1|419
2451039|973|1|477
2451039|974|1|
2451039|976|1|749
2451039|979|1|15
2451039|980|1|712
2451039|982|1|145
2451039|985|1|541
2451039|986|1|765
2451039|988|1|36
2451039|991|1|122
2451039|992|1|42
2451039|994|1|164
2451039|997|1|665
2451039|998|1|570
2451039|1000|1|361
2451039|1003|1|
2451039|1004|1|70
2451039|1006|1|409
2451039|1009|1|801
2451039|1010|1|139
2451039|1012|1|408
2451039|1015|1|815
2451039|1016|1|143
2451039|1018|1|956
2451039|1021|1|838
2451039|1022|1|292
2451039|1024|1|639
2451039|1027|1|888
2451039|1028|1|128
2451039|1030|1|413
2451039|1033|1|111
2451039|1034|1|597
2451039|1036|1|950
2451039|1039|1|711
2451039|1040|1|452
2451039|1042|1|
2451039|1045|1|409
2451039|1046|1|100
2451039|1048|1|295
2451039|1051|1|372
2451039|1052|1|806
2451039|1054|1|556
2451039|1057|1|457
2451039|1058|1|242
2451039|1060|1|965
2451039|1063|1|962
2451039|1064|1|418
2451039|1066|1|972
2451039|1069|1|768
2451039|1070|1|727
2451039|1072|1|419
2451039|1075|1|428
2451039|1076|1|669
2451039|1078|1|176
2451039|1081|1|970
2451039|1082|1|169
2451039|1084|1|635
2451039|1087|1|168
2451039|1088|1|766
2451039|1090|1|634
2451039|1093|1|555
2451039|1094|1|469
2451039|1096|1|125
2451039|1099|1|14
2451039|1100|1|697
2451039|1102|1|756
2451039|1105|1|977
2451039|1106|1|373
2451039|1108|1|720
2451039|1111|1|377
2451039|1112|1|662
2451039|1114|1|196
2451039|1117|1|319
2451039|1118|1|422
2451039|1120|1|866
2451039|1123|1|36
2451039|1124|1|
2451039|1126|1|129
2451039|1129|1|719
2451039|1130|1|310
2451039|1132|1|461
2451039|1135|1|286
2451039|1136|1|545
2451039|1138|1|897
2451039|1141|1|412
2451039|1142|1|812
2451039|1144|1|800
2451039|1147|1|
2451039|1148|1|895
2451039|1150|1|975
2451039|1153|1|344
2451039|1154|1|480
2451039|1156|1|637
2451039|1159|1|351
2451039|1160|1|302
2451039|1162|1|591
2451039|1165|1|371
2451039|1166|1|931
2451039|1168|1|807
2451039|1171|1|1000
2451039|1172|1|61
2451039|1174|1|912
2451039|1177|1|844
2451039|1178|1|4
2451039|1180|1|542
2451039|1183|1|311
2451039|1184|1|772
2451039|1186|1|529
2451039|1189|1|262
2451039|1190|1|798
2451039|1192|1|704
2451039|1195|1|671
2451039|1196|1|255
2451039|1198|1|805
2451039|1201|1|678
2451039|1202|1|44
2451039|1204|1|396
2451039|1207|1|703
2451039|1208|1|398
2451039|1210|1|78
2451039|1213|1|489
2451039|1214|1|722
2451039|1216|1|83
2451039|1219|1|64
2451039|1220|1|917
2451039|1222|1|941
2451039|1225|1|53
2451039|1226|1|661
2451039|1228|1|717
2451039|1231|1|24
2451039|1232|1|192
2451039|1234|1|623
2451039|1237|1|701
2451039|1238|1|564
2451039|1240|1|964
2451039|1243|1|713
2451039|1244|1|194
2451039|1246|1|774
2451039|1249|1|723
2451039|1250|1|723
2451039|1252|1|410
2451039|1255|1|488
2451039|1256|1|767
2451039|1258|1|559
2451039|1261|1|882
2451039|1262|1|428
2451039|1264|1|24
2451039|1267|1|249
2451039|1268|1|
2451039|1270|1|110
2451039|1273|1|723
2451039|1274|1|
2451039|1276|1|248
2451039|1279|1|673
2451039|1280|1|589
2451039|1282|1|398
2451039|1285|1|988
2451039|1286|1|828
2451039|1288|1|578
2451039|1291|1|34
2451039|1292|1|38
2451039|1294|1|401
2451039|1297|1|264
2451039|1298|1|
2451039|1300|1|908
2451039|1303|1|299
2451039|1304|1|
2451039|1306|1|547
2451039|1309|1|211
2451039|1310|1|574
2451039|1312|1|562
2451039|1315|1|42
2451039|1316|1|357
2451039|1318|1|768
2451039|1321|1|91
2451039|1322|1|936
2451039|1324|1|93
2451039|1327|1|417
2451039|1328|1|863
2451039|1330|1|447
2451039|1333|1|48
2451039|1334|1|443
2451039|1336|1|359
2451039|1339|1|249
2451039|1340|1|790
2451039|1342|1|312
2451039|1345|1|910
2451039|1346|1|293
2451039|1348|1|606
2451039|1351|1|204
2451039|1352|1|372
2451039|1354|1|882
2451039|1357|1|806
2451039|1358|1|176
2451039|1360|1|495
2451039|1363|1|32
2451039|1364|1|412
2451039|1366|1|999
2451039|1369|1|851
2451039|1370|1|176
2451039|1372|1|277
2451039|1375|1|449
2451039|1376|1|931
2451039|1378|1|490
2451039|1381|1|129
2451039|1382|1|866
2451039|1384|1|192
2451039|1387|1|425
2451039|1388|1|951
2451039|1390|1|
2451039|1393|1|248
2451039|1394|1|947
2451039|1396|1|112
2451039|1399|1|899
2451039|1400|1|781
2451039|1402|1|362
2451039|1405|1|615
2451039|1406|1|842
2451039|1408|1|185
2451039|1411|1|257
2451039|1412|1|994
2451039|1414|1|364
2451039|1417|1|714
2451039|1418|1|544
2451039|1420|1|359
2451039|1423|1|157
2451039|1424|1|122
2451039|1426|1|221
2451039|1429|1|856
2451039|1430|1|910
2451039|1432|1|798
2451039|1435|1|68
2451039|1436|1|116
2451039|1438|1|400
2451039|1441|1|793
2451039|1442|1|335
2451039|1444|1|259
2451039|1447|1|318
2451039|1448|1|13
2451039|1450|1|209
2451039|1453|1|330
2451039|1454|1|492
2451039|1456|1|875
2451039|1459|1|960
2451039|1460|1|533
2451039|1462|1|932
2451039|1465|1|814
2451039|1466|1|421
2451039|1468|1|346
2451039|1471|1|221
2451039|1472|1|883
2451039|1474|1|649
2451039|1477|1|849
2451039|1478|1|945
2451039|1480|1|890
2451039|1483|1|648
2451039|1484|1|59
2451039|1486|1|660
2451039|1489|1|67
2451039|1490|1|68
2451039|1492|1|635
2451039|1495|1|58
2451039|1496|1|758
2451039|1498|1|153
2451039|1501|1|145
2451039|1502|1|279
2451039|1504|1|827
2451039|1507|1|325
2451039|1508|1|485
2451039|1510|1|118
2451039|1513|1|458
2451039|1514|1|158
2451039|1516|1|397
2451039|1519|1|85
2451039|1520|1|
2451039|1522|1|460
2451039|1525|1|436
2451039|1526|1|816
2451039|1528|1|108
2451039|1531|1|133
2451039|1532|1|808
2451039|1534|1|999
2451039|1537|1|572
2451039|1538|1|
2451039|1540|1|410
2451039|1543|1|718
2451039|1544|1|2
2451039|1546|1|675
2451039|1549|1|697
2451039|1550|1|35
2451039|1552|1|848
2451039|1555|1|985
2451039|1556|1|630
2451039|1558|1|430
2451039|1561|1|792
2451039|1562|1|776
2451039|1564|1|524
2451039|1567|1|463
2451039|1568|1|512
2451039|1570|1|687
2451039|1573|1|761
2451039|1574|1|98
2451039|1576|1|622
2451039|1579|1|716
2451039|1580|1|344
2451039|1582|1|451
2451039|1585|1|891
2451039|1586|1|395
2451039|1588|1|290
2451039|1591|1|169
2451039|1592|1|768
2451039|1594|1|979
2451039|1597|1|180
2451039|1598|1|157
2451039|1600|1|42
2451039|1603|1|211
2451039|1604|1|304
2451039|1606|1|415
2451039|1609|1|4
2451039|1610|1|644
2451039|1612|1|943
2451039|1615|1|
2451039|1616|1|953
2451039|1618|1|995
2451039|1621|1|217
2451039|1622|1|
2451039|1624|1|816
2451039|1627|1|341
2451039|1628|1|20
2451039|1630|1|921
2451039|1633|1|707
2451039|1634|1|230
2451039|1636|1|153
2451039|1639|1|319
2451039|1640|1|478
2451039|1642|1|303
2451039|1645|1|321
2451039|1646|1|667
2451039|1648|1|749
2451039|1651|1|631
2451039|1652|1|600
2451039|1654|1|
2451039|1657|1|159
2451039|1658|1|579
2451039|1660|1|467
2451039|1663|1|338
2451039|1664|1|852
2451039|1666|1|297
2451039|1669|1|50
2451039|1670|1|706
2451039|1672|1|108
2451039|1675|1|137
2451039|1676|1|393
2451039|1678|1|219
2451039|1681|1|
2451039|1682|1|941
2451039|1684|1|541
2451039|1687|1|601
2451039|1688|1|794
2451039|1690|1|165
2451039|1693|1|455
2451039|1694|1|913
2451039|1696|1|458
2451039|1699|1|733
2451039|1700|1|139
2451039|1702|1|719
2451039|1705|1|769
2451039|1706|1|473
2451039|1708|1|591
2451039|1711|1|992
2451039|1712|1|995
2451039|1714|1|442
2451039|1717|1|795
2451039|1718|1|
2451039|1720|1|939
2451039|1723|1|55
2451039|1724|1|493
2451039|1726|1|975
2451039|1729|1|425
2451039|1730|1|322
2451039|1732|1|972
2451039|1735|1|478
2451039|1736|1|934
2451039|1738|1|20
2451039|1741|1|115
2451039|1742|1|941
2451039|1744|1|5
2451039|1747|1|914
2451039|1748|1|505
2451039|1750|1|892
2451039|1753|1|76
2451039|1754|1|594
2451039|1756|1|929
2451039|1759|1|830
